Chrom	Start	End	Name	Score	Strand	Conc	Conc_NEUROD1_Foxg1KD	Conc_NEUROD1_Control	Fold	p.value	FDR	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr7	140478625	140479241	DiffBind	0	.	6.93	6.26	7.39	-1.13	8.48e-05	0.0043	Distal Intergenic	7	140466158	140467209	1052	1	ENSMUST00000071755	12468	ENSMUSG00000056883	ENSMUSG00000056883
chr12	40828100	40828472	DiffBind	0	.	5.73	4.71	6.32	-1.62	0.00281	0.0413	Intron (ENSMUST00000037488/ENSMUSG00000035954, intron 42 of 52)	12	41024090	41955588	931499	1	ENSMUST00000132121	-195618	ENSMUSG00000056899	ENSMUSG00000056899
chr10	100670909	100671428	DiffBind	0	.	6.34	5.34	6.92	-1.58	0.000138	0.00603	Distal Intergenic	10	100592386	100618391	26006	1	ENSMUST00000041162	78524	ENSMUSG00000056912	ENSMUSG00000056912
chr10	100673384	100673783	DiffBind	0	.	5.16	3.8	5.84	-2.04	0.000274	0.00953	Distal Intergenic	10	100592386	100618391	26006	1	ENSMUST00000041162	80999	ENSMUSG00000056912	ENSMUSG00000056912
chr11	67253638	67254208	DiffBind	0	.	6.79	6.15	7.24	-1.09	0.00208	0.0344	Exon (ENSMUST00000018632/ENSMUSG00000057003, exon 27 of 39)	11	67240597	67260405	19809	1	ENSMUST00000170942	13042	ENSMUSG00000057003	ENSMUSG00000057003
chr2	173698698	173699497	DiffBind	0	.	6.08	5.35	6.56	-1.21	0.00235	0.0372	Intron (ENSMUST00000142820/ENSMUSG00000027519, intron 5 of 5)	2	173719415	173722089	2675	1	ENSMUST00000073081	-19918	ENSMUSG00000057047	ENSMUSG00000057047
chr11	44794610	44795409	DiffBind	0	.	6.9	5.69	7.55	-1.86	0.000157	0.00663	Intron (ENSMUST00000109268/ENSMUSG00000057098, intron 6 of 15)	11	44912138	44972914	60777	1	ENSMUST00000140822	-116729	ENSMUSG00000057098	ENSMUSG00000057098
chr11	44909085	44909682	DiffBind	0	.	5.03	5.93	2.14	3.79	1.78e-08	1.04e-05	Promoter (2-3kb)	11	44912138	44972914	60777	1	ENSMUST00000140822	-2456	ENSMUSG00000057098	ENSMUSG00000057098
chr3	97036893	97037610	DiffBind	0	.	7.03	6.5	7.42	-0.93	0.000763	0.0183	Intron (ENSMUST00000132256/ENSMUSG00000057123, intron 1 of 2)	3	97032416	97053634	21219	1	ENSMUST00000072600	4478	ENSMUSG00000057123	ENSMUSG00000057123
chr2	161053711	161054282	DiffBind	0	.	5.92	5.04	6.46	-1.42	0.00278	0.0411	Promoter (1-2kb)	2	161029839	161052578	22740	2	ENSMUST00000130265	-1134	ENSMUSG00000057133	ENSMUSG00000057133
chr2	114491597	114492448	DiffBind	0	.	6.45	5.59	6.99	-1.39	9e-04	0.0203	Distal Intergenic	2	114518145	114545891	27747	2	ENSMUST00000138106	53443	ENSMUSG00000057147	ENSMUSG00000057147
chr12	24486906	24487264	DiffBind	0	.	5.24	4.05	5.88	-1.84	3e-04	0.0101	Distal Intergenic	12	24493207	24493656	450	2	ENSMUST00000073088	6392	ENSMUSG00000057160	ENSMUSG00000057160
chr12	24465390	24466000	DiffBind	0	.	6.09	5.39	6.57	-1.18	0.00188	0.0324	Distal Intergenic	12	24493207	24493656	450	2	ENSMUST00000073088	27656	ENSMUSG00000057160	ENSMUSG00000057160
chr2	65538307	65538851	DiffBind	0	.	5.73	4.04	6.48	-2.44	1.93e-06	0.000303	Intron (ENSMUST00000066432/ENSMUSG00000057182, intron 1 of 26)	2	65524748	65529404	4657	2	ENSMUST00000126837	-8904	ENSMUSG00000057182	ENSMUSG00000057182
chr11	115481906	115482286	DiffBind	0	.	5.99	5.08	6.54	-1.46	0.000321	0.0105	Intron (ENSMUST00000035240/ENSMUSG00000057219, intron 2 of 2)	11	115475954	115489062	13109	1	ENSMUST00000140181	5953	ENSMUSG00000057219	ENSMUSG00000057219
chr6	86917240	86917711	DiffBind	0	.	5.28	3.82	5.99	-2.17	0.000111	0.00519	Intron (ENSMUST00000089519/ENSMUSG00000057230, intron 1 of 20)	6	86851185	86935507	84323	1	ENSMUST00000156885	66056	ENSMUSG00000057230	ENSMUSG00000057230
chr19	11191760	11192271	DiffBind	0	.	5.66	3.69	6.46	-2.77	5.78e-06	0.000648	Intron (ENSMUST00000073380/ENSMUSG00000057240, intron 2 of 7)	19	11169418	11196723	27306	2	ENSMUST00000073380	4452	ENSMUSG00000057240	ENSMUSG00000057240
chr1	106653424	106653748	DiffBind	0	.	5.05	3.91	5.67	-1.76	0.00148	0.0277	Intron (ENSMUST00000112751/ENSMUSG00000057329, intron 1 of 1)	1	106538178	106714274	176097	2	ENSMUST00000112751	60526	ENSMUSG00000057329	ENSMUSG00000057329
chr18	31064193	31064564	DiffBind	0	.	5.62	4.22	6.31	-2.09	7.41e-05	0.00392	Intron (ENSMUST00000082070/ENSMUSG00000057455, intron 3 of 3)	18	31153271	31212732	59462	2	ENSMUST00000153196	148168	ENSMUSG00000057455	ENSMUSG00000057455
chr13	12446301	12446655	DiffBind	0	.	4.97	3.71	5.63	-1.92	0.000707	0.0174	Promoter (2-3kb)	13	12439417	12448736	9320	2	ENSMUST00000133143	2081	ENSMUSG00000057554	ENSMUSG00000057554
chr19	45460714	45461078	DiffBind	0	.	4.86	3.72	5.49	-1.77	0.00252	0.0387	Intron (ENSMUST00000065601/ENSMUSG00000025217, intron 3 of 14)	19	45450308	45451195	888	2	ENSMUST00000077435	-9520	ENSMUSG00000057605	ENSMUSG00000057605
chr5	18367786	18368207	DiffBind	0	.	5.02	3.92	5.64	-1.72	0.00275	0.0408	Distal Intergenic	5	18265135	18360413	95279	2	ENSMUST00000074694	-7374	ENSMUSG00000057614	ENSMUSG00000057614
chr5	18220914	18221306	DiffBind	0	.	5.16	4	5.8	-1.79	0.00135	0.0261	Distal Intergenic	5	18265135	18360413	95279	2	ENSMUST00000074694	139107	ENSMUSG00000057614	ENSMUSG00000057614
chr1	11573539	11573924	DiffBind	0	.	5.01	3.86	5.64	-1.78	0.00139	0.0265	Intron (ENSMUST00000171690/ENSMUSG00000057715, intron 5 of 7)	1	11518671	11599993	81323	1	ENSMUST00000141339	54869	ENSMUSG00000057715	ENSMUSG00000057715
chr1	11783962	11784514	DiffBind	0	.	5.02	3.78	5.68	-1.9	0.00156	0.0286	Intron (ENSMUST00000048613/ENSMUSG00000057715, intron 8 of 13)	1	11518671	11599993	81323	1	ENSMUST00000141339	265292	ENSMUSG00000057715	ENSMUSG00000057715
chr6	40186738	40187723	DiffBind	0	.	6.02	5.06	6.6	-1.54	0.000521	0.0143	Intron (ENSMUST00000061740/ENSMUSG00000057716, intron 1 of 2)	6	40110253	40248353	138101	1	ENSMUST00000061740	76486	ENSMUSG00000057716	ENSMUSG00000057716
chr6	40173484	40174363	DiffBind	0	.	6.43	5.46	7	-1.55	2.98e-05	0.00209	Intron (ENSMUST00000061740/ENSMUSG00000057716, intron 1 of 2)	6	40110253	40248353	138101	1	ENSMUST00000061740	63232	ENSMUSG00000057716	ENSMUSG00000057716
chr6	40097805	40098151	DiffBind	0	.	4.87	3.28	5.61	-2.33	0.00042	0.0123	Distal Intergenic	6	40110253	40248353	138101	1	ENSMUST00000061740	-12102	ENSMUSG00000057716	ENSMUSG00000057716
chr6	39978986	39979339	DiffBind	0	.	5.79	4.95	6.32	-1.37	0.00314	0.0443	Distal Intergenic	6	40110253	40248353	138101	1	ENSMUST00000061740	-130914	ENSMUSG00000057716	ENSMUSG00000057716
chr18	42091500	42091891	DiffBind	0	.	5.32	4.13	5.96	-1.83	0.000837	0.0194	Intron (ENSMUST00000072008/ENSMUSG00000057719, intron 1 of 8)	18	42053710	42158451	104742	1	ENSMUST00000074679	37791	ENSMUSG00000057719	ENSMUSG00000057719
chr5	98319751	98320267	DiffBind	0	.	5.35	3.78	6.09	-2.3	0.00012	0.00549	Distal Intergenic	5	98329354	98801910	472557	1	ENSMUST00000080333	-9087	ENSMUSG00000057816	ENSMUSG00000057816
chr14	74166158	74166675	DiffBind	0	.	6.64	5.41	7.29	-1.88	1.14e-07	4.04e-05	Distal Intergenic	14	73953922	73955586	1665	2	ENSMUST00000081138	-210573	ENSMUSG00000057886	ENSMUSG00000057886
chr11	6038494	6039920	DiffBind	0	.	7.99	8.29	7.61	0.68	0.00115	0.0236	Intron (ENSMUST00000109813/ENSMUSG00000057897, intron 1 of 20)	11	5971735	6065538	93804	2	ENSMUST00000101585	25618	ENSMUSG00000057897	ENSMUSG00000057897
chr14	66720273	66720730	DiffBind	0	.	5.02	5.69	3.75	1.94	0.000867	0.0198	Intron (ENSMUST00000159365/ENSMUSG00000045875, intron 2 of 3)	14	66784529	66793758	9230	1	ENSMUST00000071522	-63799	ENSMUSG00000057913	ENSMUSG00000057913
chr11	33112286	33112775	DiffBind	0	.	6.12	5.34	6.62	-1.28	0.00135	0.026	Distal Intergenic	11	33117430	33146795	29366	2	ENSMUST00000109363	34020	ENSMUSG00000057967	ENSMUSG00000057967
chr8	93642773	93644297	DiffBind	0	.	7.4	6.85	7.81	-0.96	0.000162	0.00675	Distal Intergenic	8	93499378	93535707	36330	2	ENSMUST00000077816	-107067	ENSMUSG00000058019	ENSMUSG00000058019
chr13	41849107	41849515	DiffBind	0	.	6.03	5.23	6.54	-1.31	0.00106	0.0224	Promoter (1-2kb)	13	41764133	41847684	83552	2	ENSMUST00000121404	-1424	ENSMUSG00000058022	ENSMUSG00000058022
chr8	61664089	61664537	DiffBind	0	.	5.36	4.19	6	-1.81	0.00331	0.0459	Intron (ENSMUST00000121785/ENSMUSG00000058056, intron 10 of 21)	8	61513248	61591142	77895	2	ENSMUST00000121200	-72948	ENSMUSG00000058056	ENSMUSG00000058056
chr14	113363267	113363749	DiffBind	0	.	6.28	5.46	6.79	-1.33	0.000385	0.0117	Distal Intergenic	14	113314608	113316713	2106	1	ENSMUST00000072359	48660	ENSMUSG00000058126	ENSMUSG00000058126
chr7	67012694	67013117	DiffBind	0	.	4.61	5.42	2.64	2.78	0.000138	0.00603	Intron (ENSMUST00000148538/ENSMUSG00000058145, intron 10 of 10)	7	67047471	67078304	30834	1	ENSMUST00000154103	-34354	ENSMUSG00000058145	ENSMUSG00000058145
chr5	112678156	112679232	DiffBind	0	.	6.32	6.93	5.24	1.69	0.000102	0.00488	Distal Intergenic	5	112419151	112577198	158048	2	ENSMUST00000079491	-100959	ENSMUSG00000058153	ENSMUSG00000058153
chr9	15552587	15552937	DiffBind	0	.	5.43	4.12	6.11	-1.99	0.000308	0.0102	Distal Intergenic	9	15520846	15545257	24412	1	ENSMUST00000178999	31742	ENSMUSG00000058173	ENSMUSG00000058173
chr1	192387596	192388054	DiffBind	0	.	5.26	3.48	6.03	-2.55	8.18e-06	0.000825	Intron (ENSMUST00000110844/ENSMUSG00000058248, intron 7 of 10)	1	192434740	192505645	70906	1	ENSMUST00000151152	-46686	ENSMUSG00000058248	ENSMUSG00000058248
chr1	192348540	192349037	DiffBind	0	.	6.67	6.05	7.11	-1.06	0.00105	0.0223	Intron (ENSMUST00000110844/ENSMUSG00000058248, intron 7 of 10)	1	192434740	192505645	70906	1	ENSMUST00000151152	-85703	ENSMUSG00000058248	ENSMUSG00000058248
chr1	192296274	192296732	DiffBind	0	.	5.98	5.16	6.5	-1.34	0.000836	0.0194	Intron (ENSMUST00000110844/ENSMUSG00000058248, intron 6 of 10)	1	192190784	192510159	319376	1	ENSMUST00000078470	105491	ENSMUSG00000058248	ENSMUSG00000058248
chr14	18906080	18906934	DiffBind	0	.	6.21	4.81	6.91	-2.1	1.62e-07	5.35e-05	Distal Intergenic	14	18630335	18894267	263933	2	ENSMUST00000124353	-11814	ENSMUSG00000058317	ENSMUSG00000058317
chr7	134785954	134786352	DiffBind	0	.	6.17	5.08	6.78	-1.7	9.55e-06	0.000925	Intron (ENSMUST00000084488/ENSMUSG00000058325, intron 21 of 51)	7	134670687	135173639	502953	1	ENSMUST00000084488	115268	ENSMUSG00000058325	ENSMUSG00000058325
chr3	36261360	36261944	DiffBind	0	.	6.66	5.95	7.13	-1.18	0.00252	0.0388	Distal Intergenic	3	36179424	36222275	42852	2	ENSMUST00000122174	-39086	ENSMUSG00000058400	ENSMUSG00000058400
chr9	50371355	50371775	DiffBind	0	.	5.3	3.07	6.14	-3.07	4.93e-07	0.000119	Distal Intergenic	9	50344240	50344981	742	2	ENSMUST00000076364	-26375	ENSMUSG00000058443	ENSMUSG00000058443
chr15	45021834	45022269	DiffBind	0	.	6.36	5.57	6.86	-1.3	0.000731	0.0178	Distal Intergenic	15	44971794	44972135	342	2	ENSMUST00000072732	-49700	ENSMUSG00000058463	ENSMUSG00000058463
chr3	153763585	153764104	DiffBind	0	.	5.77	4.16	6.52	-2.36	2.09e-07	6.53e-05	Distal Intergenic	3	153785053	153785134	82	1	ENSMUST00000079884	-20949	ENSMUSG00000058508	ENSMUSG00000058508
chr3	153774108	153774664	DiffBind	0	.	6.48	5.49	7.06	-1.57	1.3e-05	0.00116	Distal Intergenic	3	153785053	153785134	82	1	ENSMUST00000079884	-10389	ENSMUSG00000058508	ENSMUSG00000058508
chr9	38189662	38190261	DiffBind	0	.	5.54	4.33	6.19	-1.86	0.000136	0.00597	Promoter (<=1kb)	9	38189727	38190652	926	1	ENSMUST00000073577	0	ENSMUSG00000058521	ENSMUSG00000058521
chr16	48257908	48258698	DiffBind	0	.	5.84	4.51	6.51	-2	0.00016	0.00671	Distal Intergenic	16	48283735	48294292	10558	1	ENSMUST00000050705	-25037	ENSMUSG00000058550	ENSMUSG00000058550
chr14	117196798	117197262	DiffBind	0	.	4.76	3.28	5.47	-2.19	0.00275	0.0408	Intron (ENSMUST00000078849/ENSMUSG00000058571, intron 2 of 8)	14	116925531	117975406	1049876	1	ENSMUST00000125435	271268	ENSMUSG00000058571	ENSMUSG00000058571
chr14	116456216	116456591	DiffBind	0	.	5.61	4.71	6.16	-1.45	0.00297	0.0426	Intron (ENSMUST00000176912/ENSMUSG00000022112, intron 7 of 7)	14	116925297	117979529	1054233	1	ENSMUST00000078849	-468706	ENSMUSG00000058571	ENSMUSG00000058571
chr1	128032059	128032551	DiffBind	0	.	6.88	5.73	7.51	-1.78	9.2e-06	0.000904	Intron (ENSMUST00000086614/ENSMUSG00000036086, intron 6 of 20)	1	128038527	128039022	496	1	ENSMUST00000180256	-5976	ENSMUSG00000058603	ENSMUSG00000058603
chr1	169421318	169421670	DiffBind	0	.	5.16	3.88	5.82	-1.94	0.000316	0.0104	Distal Intergenic	1	169453528	169453869	342	2	ENSMUST00000076828	32199	ENSMUSG00000058622	ENSMUSG00000058622
chr1	169060364	169061097	DiffBind	0	.	6.52	5.44	7.13	-1.68	0.000222	0.00834	Distal Intergenic	1	169453528	169453869	342	2	ENSMUST00000076828	392772	ENSMUSG00000058622	ENSMUSG00000058622
chr18	82283446	82284904	DiffBind	0	.	9.11	9.43	8.7	0.73	0.000457	0.013	Distal Intergenic	18	82338774	82339816	1043	1	ENSMUST00000078739	-53870	ENSMUSG00000058625	ENSMUSG00000058625
chr17	88106170	88106794	DiffBind	0	.	5.11	3.29	5.89	-2.6	2.1e-05	0.00162	Distal Intergenic	17	88130715	88131116	402	1	ENSMUST00000072072	-23921	ENSMUSG00000058869	ENSMUSG00000058869
chr3	130128383	130129119	DiffBind	0	.	6.64	5.91	7.12	-1.21	0.000268	0.00939	Distal Intergenic	3	130180891	130551024	370134	1	ENSMUST00000143830	-51772	ENSMUSG00000058897	ENSMUSG00000058897
chr1	92547209	92547697	DiffBind	0	.	6.26	6.78	5.43	1.35	0.000609	0.0158	Distal Intergenic	1	92573125	92574206	1082	1	ENSMUST00000074859	-25428	ENSMUSG00000058904	ENSMUSG00000058904
chr5	133156170	133156913	DiffBind	0	.	6.71	6.11	7.13	-1.02	0.00137	0.0262	Distal Intergenic	5	133475095	133475587	493	1	ENSMUST00000077628	-318182	ENSMUSG00000058905	ENSMUSG00000058905
chr5	133639231	133639821	DiffBind	0	.	6.91	6.34	7.32	-0.98	0.00136	0.0261	Distal Intergenic	5	133475123	133475536	414	1	ENSMUST00000145209	164109	ENSMUSG00000058905	ENSMUSG00000058905
chr5	133609779	133610309	DiffBind	0	.	5.98	4.8	6.63	-1.83	0.00104	0.0222	Distal Intergenic	5	133475123	133475536	414	1	ENSMUST00000145209	134657	ENSMUSG00000058905	ENSMUSG00000058905
chr5	133496241	133496702	DiffBind	0	.	6.08	4.8	6.74	-1.94	3.21e-06	0.000436	Distal Intergenic	5	133475123	133475536	414	1	ENSMUST00000145209	21119	ENSMUSG00000058905	ENSMUSG00000058905
chr5	133487757	133488227	DiffBind	0	.	5.26	4.06	5.91	-1.85	0.000361	0.0113	Distal Intergenic	5	133475123	133475536	414	1	ENSMUST00000145209	12635	ENSMUSG00000058905	ENSMUSG00000058905
chr15	10840392	10841089	DiffBind	0	.	6.92	6.22	7.39	-1.17	0.000332	0.0108	Distal Intergenic	15	10952332	10980150	27819	1	ENSMUST00000022853	-111243	ENSMUSG00000058914	ENSMUSG00000058914
chr10	87827287	87827816	DiffBind	0	.	6.39	5.78	6.82	-1.04	0.00222	0.0359	Promoter (<=1kb)	10	87826377	87828362	1986	2	ENSMUST00000139652	546	ENSMUSG00000058934	ENSMUSG00000058934
chr14	112306772	112307310	DiffBind	0	.	5.9	5.04	6.44	-1.4	0.000579	0.0153	Distal Intergenic	14	112481367	112481846	480	1	ENSMUST00000077551	-174057	ENSMUSG00000058953	ENSMUSG00000058953
chr16	9735170	9736127	DiffBind	0	.	6.84	6.15	7.3	-1.15	0.00116	0.0238	Intron (ENSMUST00000115835/ENSMUSG00000059003, intron 4 of 13)	16	9577827	9992533	414707	2	ENSMUST00000032331	256406	ENSMUSG00000059003	ENSMUSG00000059003
chr16	10080060	10080757	DiffBind	0	.	6.04	4.9	6.66	-1.76	2.15e-05	0.00165	Distal Intergenic	16	9577710	9994921	417212	2	ENSMUST00000115835	-85140	ENSMUSG00000059003	ENSMUSG00000059003
chr16	9626099	9626466	DiffBind	0	.	5.06	3.86	5.71	-1.85	0.00376	0.0497	Intron (ENSMUST00000115835/ENSMUSG00000059003, intron 11 of 13)	16	9577827	9992533	414707	2	ENSMUST00000032331	366067	ENSMUSG00000059003	ENSMUSG00000059003
chr16	9716058	9716779	DiffBind	0	.	6.86	6.17	7.33	-1.16	0.00135	0.026	Intron (ENSMUST00000115835/ENSMUSG00000059003, intron 4 of 13)	16	9577827	9992533	414707	2	ENSMUST00000032331	275754	ENSMUSG00000059003	ENSMUSG00000059003
chr16	9688199	9689080	DiffBind	0	.	7.19	6.62	7.6	-0.98	0.000703	0.0173	Intron (ENSMUST00000115835/ENSMUSG00000059003, intron 5 of 13)	16	9577827	9992533	414707	2	ENSMUST00000032331	303453	ENSMUSG00000059003	ENSMUSG00000059003
chr16	9972696	9973194	DiffBind	0	.	5.41	3.97	6.12	-2.15	1.47e-05	0.00126	Intron (ENSMUST00000115835/ENSMUSG00000059003, intron 3 of 13)	16	9577827	9992533	414707	2	ENSMUST00000032331	19339	ENSMUSG00000059003	ENSMUSG00000059003
chr18	48334980	48335396	DiffBind	0	.	5.63	4.6	6.23	-1.62	0.000338	0.0109	Distal Intergenic	18	48045335	48048378	3044	1	ENSMUST00000076155	289646	ENSMUSG00000059040	ENSMUSG00000059040
chr18	48185895	48186369	DiffBind	0	.	6.64	5.84	7.15	-1.31	0.00206	0.0342	Distal Intergenic	18	48045335	48048378	3044	1	ENSMUST00000076155	140561	ENSMUSG00000059040	ENSMUSG00000059040
chr4	82919485	82919957	DiffBind	0	.	5.51	3.87	6.26	-2.38	8.67e-06	0.000864	Intron (ENSMUST00000170248/ENSMUSG00000059049, intron 29 of 36)	4	82915633	82924792	9160	2	ENSMUST00000130889	4835	ENSMUSG00000059049	ENSMUSG00000059049
chr12	79413517	79413895	DiffBind	0	.	5.99	5.02	6.56	-1.53	0.000142	0.00614	Intron (ENSMUST00000079533/ENSMUSG00000059060, intron 7 of 7)	12	79297351	79508656	211306	1	ENSMUST00000079533	116167	ENSMUSG00000059060	ENSMUSG00000059060
chr12	79506985	79507310	DiffBind	0	.	4.9	3.62	5.56	-1.94	0.000688	0.0171	Intron (ENSMUST00000079533/ENSMUSG00000059060, intron 7 of 7)	12	79297351	79508656	211306	1	ENSMUST00000079533	209635	ENSMUSG00000059060	ENSMUSG00000059060
chr7	78448794	78449390	DiffBind	0	.	7.14	6.57	7.54	-0.97	0.000461	0.013	Intron (ENSMUST00000039431/ENSMUSG00000059146, intron 11 of 16)	7	78302323	78377822	75500	2	ENSMUST00000151885	-70973	ENSMUSG00000059146	ENSMUSG00000059146
chr6	51882596	51883355	DiffBind	0	.	7.64	6.68	8.21	-1.54	5.92e-06	0.000659	Intron (ENSMUST00000078214/ENSMUSG00000059182, intron 9 of 12)	6	51859166	52012549	153384	2	ENSMUST00000078214	129194	ENSMUSG00000059182	ENSMUSG00000059182
chr6	51907240	51907624	DiffBind	0	.	4.57	2.96	5.31	-2.35	0.00356	0.0478	Intron (ENSMUST00000078214/ENSMUSG00000059182, intron 9 of 12)	6	51859166	52012549	153384	2	ENSMUST00000078214	104925	ENSMUSG00000059182	ENSMUSG00000059182
chr6	95936165	95936942	DiffBind	0	.	5.47	4.55	6.03	-1.48	0.00368	0.049	Distal Intergenic	6	96113154	96657198	544045	1	ENSMUST00000122120	-176212	ENSMUSG00000059187	ENSMUSG00000059187
chr13	35530297	35531015	DiffBind	0	.	6.52	5.69	7.04	-1.35	4.24e-05	0.0027	Distal Intergenic	13	35659862	35874064	214203	1	ENSMUST00000075220	-128847	ENSMUSG00000059288	ENSMUSG00000059288
chr13	35803619	35804235	DiffBind	0	.	6.03	4.8	6.69	-1.88	5.69e-05	0.00328	Intron (ENSMUST00000075220/ENSMUSG00000059288, intron 4 of 9)	13	35741313	35874058	132746	1	ENSMUST00000163595	62307	ENSMUSG00000059288	ENSMUSG00000059288
chr6	132670184	132670665	DiffBind	0	.	5.17	3.3	5.96	-2.66	0.00064	0.0163	Distal Intergenic	6	132656957	132657844	888	1	ENSMUST00000071707	13228	ENSMUSG00000059382	ENSMUSG00000059382
chr9	79012973	79013438	DiffBind	0	.	4.59	5.37	2.73	2.65	0.00359	0.0482	Distal Intergenic	9	78820423	78821892	1470	2	ENSMUST00000074819	-191082	ENSMUSG00000059422	ENSMUSG00000059422
chr14	66210954	66211516	DiffBind	0	.	6.69	5.45	7.35	-1.89	2.15e-08	1.22e-05	Promoter (2-3kb)	14	66153258	66213552	60295	2	ENSMUST00000178730	2036	ENSMUSG00000059456	ENSMUSG00000059456
chr14	66228568	66229181	DiffBind	0	.	6.52	5.89	6.95	-1.06	0.0035	0.0475	Intron (ENSMUST00000022622/ENSMUSG00000059456, intron 1 of 30)	14	66153258	66213552	60295	2	ENSMUST00000178730	-15017	ENSMUSG00000059456	ENSMUSG00000059456
chr14	66190320	66190729	DiffBind	0	.	6.03	5.09	6.59	-1.5	0.00143	0.0271	Intron (ENSMUST00000022622/ENSMUSG00000059456, intron 2 of 30)	14	66153262	66170282	17021	2	ENSMUST00000154865	-20039	ENSMUSG00000059456	ENSMUSG00000059456
chr17	12364258	12364736	DiffBind	0	.	5.32	4.32	5.9	-1.59	0.00114	0.0235	Distal Intergenic	17	12378609	12419384	40776	1	ENSMUST00000014578	-13873	ENSMUSG00000059481	ENSMUSG00000059481
chr1	72031995	72032747	DiffBind	0	.	5.13	5.77	3.95	1.82	0.00162	0.0293	Distal Intergenic	1	72004288	72004770	483	1	ENSMUST00000076314	27708	ENSMUSG00000059483	ENSMUSG00000059483
chr1	72002375	72003112	DiffBind	0	.	5.73	4.77	6.3	-1.53	0.000392	0.0118	Promoter (1-2kb)	1	72004288	72004770	483	1	ENSMUST00000076314	-1176	ENSMUSG00000059483	ENSMUSG00000059483
chr1	72078959	72079539	DiffBind	0	.	5.45	4.09	6.13	-2.04	4.53e-05	0.00282	Distal Intergenic	1	72004288	72004770	483	1	ENSMUST00000076314	74672	ENSMUSG00000059483	ENSMUSG00000059483
chr10	86504959	86505411	DiffBind	0	.	5.97	4.79	6.62	-1.83	0.000294	0.00994	Distal Intergenic	10	86351145	86498896	147752	2	ENSMUST00000139197	-6064	ENSMUSG00000059602	ENSMUSG00000059602
chrX	70087276	70087975	DiffBind	0	.	5.53	6.43	2.55	3.88	4.08e-08	1.98e-05	Distal Intergenic	20	69945300	69945978	679	1	ENSMUST00000075654	141977	ENSMUSG00000059690	ENSMUSG00000059690
chr12	95890410	95890989	DiffBind	0	.	5.96	5.06	6.51	-1.45	0.00129	0.0255	Distal Intergenic	12	96046621	96047222	602	2	ENSMUST00000073560	156233	ENSMUSG00000059695	ENSMUSG00000059695
chr4	135425322	135426153	DiffBind	0	.	7.66	6.96	8.13	-1.17	0.000967	0.0213	Promoter (<=1kb)	4	135412308	135425267	12960	2	ENSMUST00000132654	-56	ENSMUSG00000059713	ENSMUSG00000059713
chr17	79948313	79949310	DiffBind	0	.	7.59	8.04	6.92	1.12	2e-04	0.00777	Distal Intergenic	17	79848392	79896123	47732	2	ENSMUST00000112437	-52191	ENSMUSG00000059811	ENSMUSG00000059811
chr14	22442640	22443131	DiffBind	0	.	7.01	6.37	7.45	-1.07	0.00318	0.0446	Intron (ENSMUST00000075639/ENSMUSG00000063458, intron 2 of 6)	14	22558082	22558453	372	2	ENSMUST00000093546	115322	ENSMUSG00000059827	ENSMUSG00000059827
chr14	59002858	59003401	DiffBind	0	.	5.55	4.45	6.16	-1.71	0.00201	0.0337	Distal Intergenic	14	58893506	58894129	624	1	ENSMUST00000079960	109353	ENSMUSG00000059835	ENSMUSG00000059835
chr3	110025839	110026182	DiffBind	0	.	5.98	4.76	6.62	-1.86	9.79e-06	0.000944	Intron (ENSMUST00000072596/ENSMUSG00000059857, intron 1 of 6)	3	109782682	110135508	352827	2	ENSMUST00000072596	109326	ENSMUSG00000059857	ENSMUSG00000059857
chr11	49275756	49276282	DiffBind	0	.	5.66	4.72	6.22	-1.51	0.0012	0.0243	Distal Intergenic	11	49280150	49281085	936	1	ENSMUST00000078932	-3868	ENSMUSG00000059864	ENSMUSG00000059864
chr15	73720874	73722290	DiffBind	0	.	7.67	8.01	7.23	0.79	0.000701	0.0173	Promoter (<=1kb)	15	73723145	73758766	35622	1	ENSMUST00000165541	-855	ENSMUSG00000059895	ENSMUSG00000059895
chr9	29866755	29867658	DiffBind	0	.	6.47	6.94	5.77	1.17	0.00193	0.0329	Intron (ENSMUST00000075069/ENSMUSG00000059974, intron 1 of 7)	9	29411588	29963119	551532	2	ENSMUST00000146651	95461	ENSMUSG00000059974	ENSMUSG00000059974
chr9	30059737	30060342	DiffBind	0	.	5.84	6.52	4.54	1.97	0.000417	0.0122	Distal Intergenic	9	29941548	29963141	21594	2	ENSMUST00000151977	-96597	ENSMUSG00000059974	ENSMUSG00000059974
chr14	105721037	105721554	DiffBind	0	.	5.46	4.16	6.13	-1.97	0.00015	0.00639	Distal Intergenic	14	105681828	105682211	384	1	ENSMUST00000073238	39210	ENSMUSG00000060143	ENSMUSG00000060143
chr14	105674906	105675490	DiffBind	0	.	6.52	5.48	7.12	-1.64	3.89e-05	0.00255	Distal Intergenic	14	105681828	105682211	384	1	ENSMUST00000073238	-6338	ENSMUSG00000060143	ENSMUSG00000060143
