.	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol	Chrom	Start	End	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	Shared
ENSMUSG00000035184	2046.616289	0.834448288	0.160582891	2.24422E-08	5.40456E-07	Fam124a	chr14	62539459	62540325	Distal Intergenic	14	62555737	62588523	32787	1	ENSMUST00000162987	-15412	ENSMUSG00000035184	Shared
ENSMUSG00000035189	247.5916363	-0.194192813	0.238100852	0.263952181	0.442817107	Ano4	chr10	89136839	89137284	Intron (ENSMUST00000045601/ENSMUSG00000035189, intron 2 of 26)	10	88948995	89257790	308796	2	ENSMUST00000045601	120506	ENSMUSG00000035189	Shared
ENSMUSG00000035198	1672.850899	0.374053515	0.113301105	0.000417533	0.002920567	Tubg1	chr11	101131076	101131551	Distal Intergenic	11	101124500	101125828	1329	1	ENSMUST00000137844	6577	ENSMUSG00000035198	Shared
ENSMUSG00000035199	5585.853449	-0.278653464	0.116634635	0.008130792	0.033580601	Arl6ip5	chr6	97210554	97211172	Promoter (<=1kb)	6	97210689	97233315	22627	1	ENSMUST00000044681	0	ENSMUSG00000035199	Shared
ENSMUSG00000035200	27.0251625	0.328146102	0.469847221	0.072134451	0.178583749	Chrnb4	chr9	55039968	55040436	Intron (ENSMUST00000034854/ENSMUSG00000035200, intron 2 of 5)	9	55028156	55048544	20389	2	ENSMUST00000034854	8108	ENSMUSG00000035200	Shared
ENSMUSG00000035202	28549.68318	0.249431795	0.182612357	0.111395239	0.243823229	Lars2	chr9	123338155	123338607	Distal Intergenic	9	123366940	123462664	95725	1	ENSMUST00000038863	-28333	ENSMUSG00000035202	Shared
ENSMUSG00000035211	81.18340249	0.085439445	0.214041333	0.601747212	0.748079176	Xrra1	chr7	99881359	99881974	Intron (ENSMUST00000036155/ENSMUSG00000035211, intron 7 of 18)	7	99859218	99917824	58607	1	ENSMUST00000036155	22142	ENSMUSG00000035211	Shared
ENSMUSG00000035212	3197.969743	-0.094879864	0.099375696	0.314941748	0.497550167	Leprot	chr4	101654857	101655200	Intron (ENSMUST00000030254/ENSMUSG00000035212, intron 2 of 3)	4	101647793	101659364	11572	1	ENSMUST00000106927	7065	ENSMUSG00000035212	Shared
ENSMUSG00000035226	3735.106289	-0.379492588	0.17254415	0.012019473	0.045763585	Rims4	chr2	163919923	163920606	Promoter (1-2kb)	2	163859751	163918683	58933	2	ENSMUST00000044734	-1241	ENSMUSG00000035226	Shared
ENSMUSG00000035236	1826.071933	0.200655984	0.189534783	0.195460152	0.361389582	Scai	chr2	39096817	39097250	Intron (ENSMUST00000038874/ENSMUSG00000035236, intron 13 of 17)	2	39106709	39108763	2055	2	ENSMUST00000131225	11513	ENSMUSG00000035236	Shared
ENSMUSG00000035239	199.8676825	0.088776824	0.142528475	0.489769539	0.657522431	Neu3	chr7	99841243	99841604	Intron (ENSMUST00000036274/ENSMUSG00000035227, intron 4 of 4)	7	99811439	99828417	16979	2	ENSMUST00000036331	-12827	ENSMUSG00000035239	Shared
ENSMUSG00000035245	1051.971901	0.107533269	0.093563078	0.230842681	0.40412952	Eogt	chr6	97106220	97106629	Distal Intergenic	6	97112186	97118754	6569	2	ENSMUST00000130562	12125	ENSMUSG00000035245	Shared
ENSMUSG00000035247	5449.326779	-0.004688535	0.136315314	0.967098568	0.982939102	Hectd1	chr12	51856991	51857422	Distal Intergenic	12	51743722	51829536	85815	2	ENSMUST00000179265	-27456	ENSMUSG00000035247	Shared
ENSMUSG00000035248	2885.488718	-0.179835428	0.101008378	0.070182373	0.175006552	Zcchc6	chr13	59807619	59807891	Intron (ENSMUST00000071703/ENSMUSG00000035248, intron 10 of 27)	13	59771879	59823147	51269	2	ENSMUST00000071703	15256	ENSMUSG00000035248	Shared
ENSMUSG00000035258	30.35272143	0.560293271	0.506970947	0.024597867	0.079716478	Abi3bp	chr16	56423782	56424165	Distal Intergenic	16	56477846	56690128	212283	1	ENSMUST00000048471	-53681	ENSMUSG00000035258	Shared
ENSMUSG00000035268	2333.454665	0.337436717	0.117126795	0.001985292	0.010705174	Pkig	chr2	163674590	163674809	Intron (ENSMUST00000147385/ENSMUSG00000035268, intron 1 of 2)	2	163661499	163725473	63975	1	ENSMUST00000135537	13092	ENSMUSG00000035268	Shared
ENSMUSG00000035270	49.87339535	0.053366863	0.236012217	0.745459111	0.852506319	Impg2	chr16	56144912	56145514	Intron (ENSMUST00000089360/ENSMUSG00000052917, intron 6 of 22)	16	56204313	56271160	66848	1	ENSMUST00000160116	-58799	ENSMUSG00000035270	Shared
ENSMUSG00000035273	43.93706028	-0.349937611	0.313098186	0.083595192	0.19927494	Hpse	chr5	100732365	100733125	Distal Intergenic	5	100679484	100719716	40233	2	ENSMUST00000045617	-12650	ENSMUSG00000035273	Shared
ENSMUSG00000035274	1706.839793	0.10533019	0.168936166	0.465835099	0.637302406	Tpbg	chr9	85835779	85836520	Intron (ENSMUST00000069896/ENSMUSG00000056031, intron 2 of 3)	9	85842380	85847055	4676	1	ENSMUST00000006559	-5860	ENSMUSG00000035274	Shared
ENSMUSG00000035283	942.1952089	-0.102458089	0.170623635	0.481865363	0.651232926	Adrb1	chr19	56677852	56678367	Distal Intergenic	19	56722372	56724862	2491	1	ENSMUST00000038949	-44005	ENSMUSG00000035283	Shared
ENSMUSG00000035284	1802.055265	0.066983729	0.222085443	0.680001528	0.80779512	Vps13c	chr9	67847171	67847982	Intron (ENSMUST00000077879/ENSMUSG00000035284, intron 1 of 84)	9	67840396	67995634	155239	1	ENSMUST00000077879	6776	ENSMUSG00000035284	Shared
ENSMUSG00000035295	89.95705917	0.124760644	0.272368282	0.447922844	0.62262291	Wdr38	chr2	39000563	39000827	Promoter (2-3kb)	2	38998332	39000274	1943	1	ENSMUST00000124062	2232	ENSMUSG00000035295	Shared
ENSMUSG00000035296	10.54782335	-0.067357585	0.325669776	0.35310407	0.535051852	Sgcg	chr14	61223718	61224353	Intron (ENSMUST00000089394/ENSMUSG00000048279, intron 9 of 9)	14	61222816	61232440	9625	2	ENSMUST00000129886	8087	ENSMUSG00000035296	Shared
ENSMUSG00000035298	7.202548076	0.273535355	0.438242143	0.081692314	0.195777018	Klhl35	chr7	99449003	99450548	Exon (ENSMUST00000037528/ENSMUSG00000035314, exon 10 of 18)	7	99466004	99474022	8019	1	ENSMUST00000037359	-15456	ENSMUSG00000035298	Shared
ENSMUSG00000035310	505.5133332	-0.311480953	0.15212723	0.021536775	0.07176144	Lin54	chr5	100498210	100498676	Promoter (<=1kb)	5	100441928	100498591	56664	2	ENSMUST00000137750	0	ENSMUSG00000035310	Shared
ENSMUSG00000035311	3699.802365	-0.713445413	0.145544798	1.46092E-07	2.91161E-06	Gnptab	chr10	88391634	88392439	Intron (ENSMUST00000127615/ENSMUSG00000035311, intron 2 of 5)	10	88379226	88447329	68104	1	ENSMUST00000020251	12409	ENSMUSG00000035311	Shared
ENSMUSG00000035314	2529.164851	-0.042139918	0.088847483	0.633089395	0.772608915	Gdpd5	chr7	99415669	99416086	Intron (ENSMUST00000037528/ENSMUSG00000035314, intron 3 of 17)	7	99381549	99460983	79435	1	ENSMUST00000037528	34121	ENSMUSG00000035314	Shared
ENSMUSG00000035325	5221.973454	0.075799788	0.099272716	0.422896328	0.601728199	Sec31a	chr5	100416222	100416737	Promoter (<=1kb)	5	100361650	100416234	54585	2	ENSMUST00000094578	0	ENSMUSG00000035325	Shared
ENSMUSG00000035342	2051.345294	0.159159184	0.100418854	0.095256143	0.218541328	Lzts2	chr19	45012550	45012790	Promoter (2-3kb)	19	45015176	45027104	11929	1	ENSMUST00000039016	-2386	ENSMUSG00000035342	Shared
ENSMUSG00000035354	1102.668492	0.102230229	0.097602691	0.277355423	0.457522324	Uvrag	chr7	99067142	99067721	Intron (ENSMUST00000037968/ENSMUSG00000035354, intron 5 of 14)	7	98886743	99141144	254402	2	ENSMUST00000037968	73423	ENSMUSG00000035354	Shared
ENSMUSG00000035356	838.2746067	-0.237733215	0.145971662	0.068076259	0.171219028	Nfkbiz	chr16	55807385	55808107	Distal Intergenic	16	55811375	55822138	10764	2	ENSMUST00000114458	14031	ENSMUSG00000035356	Shared
ENSMUSG00000035357	928.0790046	0.333091774	0.103765053	0.000702894	0.00454276	Pdzrn3	chr6	101059199	101059686	Distal Intergenic	6	101169856	101199200	29345	2	ENSMUST00000144505	139514	ENSMUSG00000035357	Shared
ENSMUSG00000035376	2035.362453	-0.031087255	0.13466633	0.796588277	0.885244597	Hacd2	chr16	34905493	34905864	Intron (ENSMUST00000023538/ENSMUSG00000022836, intron 11 of 31)	16	35022421	35109175	86755	1	ENSMUST00000061156	-116557	ENSMUSG00000035376	Shared
ENSMUSG00000035378	311.9249311	0.079552523	0.148055143	0.547322716	0.70601908	Shq1	chr6	100650881	100651399	Intron (ENSMUST00000113312/ENSMUSG00000035378, intron 5 of 10)	6	100662839	100671133	8295	2	ENSMUST00000162776	19734	ENSMUSG00000035378	Shared
ENSMUSG00000035383	3.827544303	0.064654806	0.333885628	0.32423634	.	Pmch	chr10	88056928	88057559	Distal Intergenic	10	88091072	88092375	1304	1	ENSMUST00000048621	-33513	ENSMUSG00000035383	Shared
ENSMUSG00000035385	380.8917491	-0.560156874	0.42041708	0.017655074	0.061312358	Ccl2	chr11	82030832	82031239	Intron (ENSMUST00000171515/ENSMUSG00000092157, intron 1 of 1)	11	82035571	82037453	1883	1	ENSMUST00000000193	-4332	ENSMUSG00000035385	Shared
ENSMUSG00000035392	2824.915069	-0.100394868	0.112217063	0.333520888	0.51596773	Dennd1a	chr2	37903134	37903680	Intron (ENSMUST00000102787/ENSMUSG00000035392, intron 13 of 21)	2	37801072	37852440	51369	2	ENSMUST00000136460	-50695	ENSMUSG00000035392	Shared
ENSMUSG00000035397	1762.841619	0.086074088	0.115227205	0.424287794	0.602859998	Klf16	chr10	80570948	80571400	Intron (ENSMUST00000038558/ENSMUSG00000035397, intron 1 of 1)	10	80567124	80577321	10198	2	ENSMUST00000038558	5921	ENSMUSG00000035397	Shared
ENSMUSG00000035399	392.1847445	-0.134095905	0.111135225	0.198552619	0.364773493	Oser1	chr2	163411838	163412882	Promoter (<=1kb)	2	163406586	163411665	5080	2	ENSMUST00000139142	-174	ENSMUSG00000035399	Shared
ENSMUSG00000035401	1523.647055	-0.205549172	0.077729965	0.007298487	0.030777797	RP23-331A21.2	chr7	98610228	98611112	Exon (ENSMUST00000038359/ENSMUSG00000035401, exon 7 of 20)	7	98590615	98656569	65955	2	ENSMUST00000038359	45457	ENSMUSG00000035401	Shared
ENSMUSG00000035403	3248.059921	-0.179186849	0.192223304	0.243346417	0.418878035	Crb2	chr2	37757571	37758151	Distal Intergenic	2	37776249	37799103	22855	1	ENSMUST00000050372	-18098	ENSMUSG00000035403	Shared
ENSMUSG00000035407	743.225786	-0.012795856	0.216964543	0.934046839	0.963823122	Kank4	chr4	98758492	98759416	Intron (ENSMUST00000102790/ENSMUSG00000035407, intron 9 of 9)	4	98756309	98771475	15167	2	ENSMUST00000137270	12059	ENSMUSG00000035407	Shared
ENSMUSG00000035431	1066.259101	-0.688882921	0.352837188	0.004783016	0.021875567	Sstr1	chr12	57973027	57973345	Distal Intergenic	12	58211772	58213887	2116	1	ENSMUST00000110671	-238427	ENSMUSG00000035431	Shared
ENSMUSG00000035435	129.4063401	-0.252159154	0.266479896	0.16951968	0.32784069	Abca17	chr17	24326302	24326881	Exon (ENSMUST00000121226/ENSMUSG00000035435, exon 24 of 31)	17	24264279	24347252	82974	2	ENSMUST00000039324	20371	ENSMUSG00000035435	Shared
ENSMUSG00000035437	4239.092804	-0.203156937	0.085538516	0.013068418	0.048694241	Rabgap1	chr2	37452189	37452479	Promoter (<=1kb)	2	37452245	37475363	23119	1	ENSMUST00000148470	0	ENSMUSG00000035437	Shared
ENSMUSG00000035441	433.3673103	-0.061809951	0.152748795	0.646024189	0.782540318	Myo1d	chr11	80724776	80725134	Intron (ENSMUST00000041065/ENSMUSG00000035441, intron 1 of 21)	11	80673667	80780003	106337	2	ENSMUST00000125944	54869	ENSMUSG00000035441	Shared
ENSMUSG00000035443	3878.448289	0.055694499	0.07448194	0.433757667	0.610306455	Thyn1	chr9	27001597	27001879	Promoter (1-2kb)	9	26999677	27007330	7654	1	ENSMUST00000039161	1921	ENSMUSG00000035443	Shared
ENSMUSG00000035456	2605.160222	-0.460680913	0.168150801	0.001878705	0.010252046	Prdm8	chr5	98106344	98106619	Distal Intergenic	5	98180869	98187448	6580	1	ENSMUST00000112959	-74250	ENSMUSG00000035456	Shared
ENSMUSG00000035469	2149.288162	-0.27842847	0.098540625	0.002947547	0.014766203	Rcbtb1	chr14	59198281	59198903	Promoter (2-3kb)	14	59201209	59223214	22006	1	ENSMUST00000173547	-2306	ENSMUSG00000035469	Shared
ENSMUSG00000035472	97.60642143	0.376416242	0.258493056	0.050525203	0.137430998	Slc25a21	chr12	56967842	56968119	Intron (ENSMUST00000044634/ENSMUSG00000035472, intron 1 of 9)	12	56773512	56980393	206882	2	ENSMUST00000160892	12274	ENSMUSG00000035472	Shared
ENSMUSG00000035473	344.8705549	-0.023417254	0.210869939	0.883726338	0.936306505	Galm	chr17	80145278	80145681	Promoter (<=1kb)	17	80145152	80183528	38377	1	ENSMUST00000133955	127	ENSMUSG00000035473	Shared
ENSMUSG00000035478	4108.936176	0.121915332	0.075792805	0.097889735	0.222771004	Mbd3	chr10	80399570	80400093	Promoter (<=1kb)	10	80392539	80399550	7012	2	ENSMUST00000105349	-21	ENSMUSG00000035478	Shared
ENSMUSG00000035493	429.9790032	1.086859595	0.363721213	0.000111011	0.000953155	Tgfbi	chr13	56597257	56597779	Distal Intergenic	13	56609603	56639339	29737	1	ENSMUST00000045173	-11824	ENSMUSG00000035493	Shared
ENSMUSG00000035505	591.4686006	-0.114774305	0.130645322	0.336080959	0.518777698	Cox18	chr5	90233364	90233741	Intron (ENSMUST00000014421/ENSMUSG00000055204, intron 31 of 33)	5	90214724	90224001	9278	2	ENSMUST00000048363	-9364	ENSMUSG00000035505	Shared
ENSMUSG00000035506	195.3096941	-0.135557424	0.274204754	0.419174104	0.598621457	Slc12a8	chr16	33516786	33517498	Promoter (<=1kb)	16	33517328	33663408	146081	1	ENSMUST00000121925	0	ENSMUSG00000035506	Shared
ENSMUSG00000035509	82.15469571	-0.195359774	0.22066233	0.247264421	0.423603656	Fbxl21	chr13	56531055	56531412	Intron (ENSMUST00000121871/ENSMUSG00000035509, intron 4 of 5)	13	56522513	56530086	7574	1	ENSMUST00000124981	8543	ENSMUSG00000035509	Shared
ENSMUSG00000035513	1342.228333	-0.93875282	0.138929715	1.63427E-12	9.52727E-11	Ntng2	chr2	29208845	29209252	Intron (ENSMUST00000151779/ENSMUSG00000035513, intron 2 of 5)	2	29200676	29204922	4247	2	ENSMUST00000125765	-3924	ENSMUSG00000035513	Shared
ENSMUSG00000035517	1897.610448	0.130517824	0.087136711	0.11898357	0.255267647	Tdrd7	chr4	45998538	45998899	Intron (ENSMUST00000107777/ENSMUSG00000035517, intron 6 of 16)	4	45990163	46005592	15430	1	ENSMUST00000140270	8376	ENSMUSG00000035517	Shared
ENSMUSG00000035528	1.109338454	-0.033013947	0.329346687	0.419526391	.	Npffr2	chr5	89581085	89581619	Intron (ENSMUST00000048557/ENSMUSG00000035528, intron 3 of 3)	5	89527429	89583740	56312	1	ENSMUST00000048557	53657	ENSMUSG00000035528	Shared
ENSMUSG00000035529	1792.19415	-0.625827376	0.08842374	1.54029E-13	1.07815E-11	Prdm4	chr10	85916972	85917639	Promoter (<=1kb)	10	85891970	85916945	24976	2	ENSMUST00000037646	-28	ENSMUSG00000035529	Shared
ENSMUSG00000035530	14240.75407	0.369582072	0.086628433	9.75784E-06	0.000118553	Eif1	chr11	100312211	100313143	Distal Intergenic	11	100319885	100322096	2212	1	ENSMUST00000049385	-6742	ENSMUSG00000035530	Shared
ENSMUSG00000035540	1.465635205	-0.040487129	0.330597908	0.293522185	.	Gc	chr5	89384226	89384732	Distal Intergenic	5	89417511	89457898	40388	2	ENSMUST00000049209	73166	ENSMUSG00000035540	Shared
ENSMUSG00000035547	6725.858835	-0.581801441	0.137535466	5.22659E-06	6.91489E-05	Capn5	chr7	98166445	98166950	Promoter (1-2kb)	7	98161998	98165441	3444	2	ENSMUST00000129430	-1005	ENSMUSG00000035547	Shared
ENSMUSG00000035551	4962.275801	-0.029155291	0.208731997	0.841466355	0.912219877	Igfbpl1	chr4	45819243	45820249	Promoter (2-3kb)	4	45813007	45816363	3357	2	ENSMUST00000145102	-2881	ENSMUSG00000035551	Shared
ENSMUSG00000035561	947.7693622	-0.123351317	0.158508691	0.372388917	0.554104848	Aldh1b1	chr4	45788483	45789111	Distal Intergenic	4	45799022	45804604	5583	1	ENSMUST00000044384	-9911	ENSMUSG00000035561	Shared
ENSMUSG00000035566	7251.017447	-0.809227417	0.29144099	0.000481936	0.003297368	Pcdh17	chr14	83959083	83959503	Distal Intergenic	14	84443563	84537060	93498	1	ENSMUST00000071370	-484060	ENSMUSG00000035566	Shared
ENSMUSG00000035569	7472.357843	-0.119284619	0.129835611	0.331442925	0.514168629	Ankrd11	chr8	122931445	122932802	Intron (ENSMUST00000127664/ENSMUSG00000092329, intron 1 of 15)	8	122884151	122915987	31837	2	ENSMUST00000098333	-15459	ENSMUSG00000035569	Shared
ENSMUSG00000035572	1427.68559	0.003477442	0.088848241	0.967797241	0.98318288	Dcaf10	chr4	45341723	45342159	Promoter (<=1kb)	4	45342101	45379759	37659	1	ENSMUST00000155551	0	ENSMUSG00000035572	Shared
ENSMUSG00000035578	1106.750931	0.070204144	0.209962031	0.660003656	0.792835901	Iqcg	chr16	33024569	33025179	Promoter (<=1kb)	16	33016950	33023937	6988	2	ENSMUST00000133219	-633	ENSMUSG00000035578	Shared
ENSMUSG00000035580	34.77895968	0.601301402	0.340153086	0.011304085	0.043572853	Kcnh8	chr17	52600816	52601613	Promoter (1-2kb)	17	52602763	52979033	376271	1	ENSMUST00000039366	-1150	ENSMUSG00000035580	Shared
ENSMUSG00000035597	1577.307312	-0.41770454	0.116480454	0.000132457	0.001106761	Prpf39	chr12	65036923	65037404	Promoter (<=1kb)	12	65036366	65063386	27021	1	ENSMUST00000129956	558	ENSMUSG00000035597	Shared
ENSMUSG00000035601	380.2348787	1.204868281	0.17971525	1.27357E-12	7.57737E-11	Trmt10b	chr4	45271094	45271605	Exon (ENSMUST00000044773/ENSMUSG00000035615, exon 10 of 16)	4	45297127	45316131	19005	1	ENSMUST00000044673	-25522	ENSMUSG00000035601	Shared
ENSMUSG00000035606	87.22882324	0.386259896	0.305769269	0.060389605	0.157121712	Ky	chr9	102441941	102442803	Distal Intergenic	9	102506138	102546238	40101	1	ENSMUST00000039390	-63335	ENSMUSG00000035606	Shared
ENSMUSG00000035620	1382.896999	0.137532611	0.088031118	0.104454451	0.233029381	Ric8b	chr10	84903606	84904239	Intron (ENSMUST00000060397/ENSMUSG00000020037, intron 17 of 17)	10	84917616	85016446	98831	1	ENSMUST00000038523	-13377	ENSMUSG00000035620	Shared
ENSMUSG00000035621	4795.586042	0.300232295	0.144394469	0.02161248	0.071943204	Midn	chr10	80147576	80148211	Promoter (<=1kb)	10	80148272	80158367	10096	1	ENSMUST00000099492	-61	ENSMUSG00000035621	Shared
ENSMUSG00000035629	4837.718912	0.030194612	0.129762328	0.7697435	0.867811473	Rubcn	chr16	32840147	32840655	Promoter (1-2kb)	16	32823467	32838594	15128	2	ENSMUST00000135480	-1554	ENSMUSG00000035629	Shared
ENSMUSG00000035637	1114.287873	0.43948571	0.146050845	0.000898642	0.005554121	Grhpr	chr4	44989010	44989561	Exon (ENSMUST00000045078/ENSMUSG00000035637, exon 8 of 9)	4	44981500	44986390	4891	1	ENSMUST00000143589	7511	ENSMUSG00000035637	Shared
ENSMUSG00000035642	1722.658956	-0.090720102	0.134948732	0.454059096	0.627701607	Aamdc	chr7	97578695	97579136	Promoter (<=1kb)	7	97550715	97579382	28668	2	ENSMUST00000151840	246	ENSMUSG00000035642	Shared
ENSMUSG00000035649	1095.337486	-0.342712934	0.100093975	0.000315839	0.002294116	Zcchc7	chr4	44775704	44776374	Intron (ENSMUST00000107824/ENSMUSG00000035649, intron 2 of 8)	4	44760444	44912059	151616	1	ENSMUST00000067521	15261	ENSMUSG00000035649	Shared
ENSMUSG00000035653	2700.119221	-0.935858665	0.271645365	4.36756E-05	0.000432036	Lrfn5	chr12	61175250	61175715	Distal Intergenic	12	61523150	61605008	81859	1	ENSMUST00000130887	-347435	ENSMUSG00000035653	Shared
ENSMUSG00000035674	3745.198314	0.089522917	0.136467696	0.469600043	0.640630718	Ndufa3	chr7	3616922	3617470	Promoter (<=1kb)	7	3617373	3620161	2789	1	ENSMUST00000076657	0	ENSMUSG00000035674	Shared
ENSMUSG00000035681	607.6698818	0.138618739	0.194437358	0.380058899	0.561602672	Kcnc2	chr10	112314908	112315522	Intron (ENSMUST00000092175/ENSMUSG00000035681, intron 2 of 4)	10	112271123	112466304	195182	1	ENSMUST00000092175	43786	ENSMUSG00000035681	Shared
ENSMUSG00000035686	1592.408151	-0.022489051	0.147016168	0.871054022	0.930089829	Thrsp	chr7	97421189	97421577	Distal Intergenic	7	97412938	97417730	4793	2	ENSMUST00000043077	-3460	ENSMUSG00000035686	Shared
ENSMUSG00000035696	3653.150402	-0.097353282	0.103473325	0.3140589	0.496723807	Rnf38	chr4	44135812	44136184	Promoter (2-3kb)	4	44129506	44138952	9447	2	ENSMUST00000148869	2768	ENSMUSG00000035696	Shared
ENSMUSG00000035704	393.4267023	-0.137329035	0.12282534	0.226321363	0.398500159	Alg8	chr7	97386192	97386474	Promoter (<=1kb)	7	97386637	97391752	5116	1	ENSMUST00000147297	-163	ENSMUSG00000035704	Shared
ENSMUSG00000035713	681.3209489	-0.257461244	0.125242488	0.025446972	0.081773915	Usp35	chr7	97244833	97246052	Intron (ENSMUST00000004622/ENSMUSG00000004508, intron 2 of 9)	7	97309380	97325964	16585	2	ENSMUST00000168435	79912	ENSMUSG00000035713	Shared
ENSMUSG00000035722	1084.423777	-1.604319048	0.212933886	2.29785E-15	2.24557E-13	Abca7	chr10	79997850	79998149	Promoter (<=1kb)	10	79997615	80015568	17954	1	ENSMUST00000043866	236	ENSMUSG00000035722	Shared
ENSMUSG00000035735	3355.903675	-0.345204115	0.164285698	0.016193795	0.057239957	Dagla	chr19	10276095	10277741	Intron (ENSMUST00000039327/ENSMUSG00000035735, intron 1 of 19)	19	10253330	10256871	3542	2	ENSMUST00000156361	-19225	ENSMUSG00000035735	Shared
ENSMUSG00000035759	200.8194064	-0.472849971	0.176258898	0.002166582	0.011505146	Bbs10	chr10	111238708	111238992	Intron (ENSMUST00000095310/ENSMUSG00000020189, intron 3 of 22)	10	111298679	111301736	3058	1	ENSMUST00000040454	-59687	ENSMUSG00000035759	Shared
ENSMUSG00000035762	760.443686	-0.193140804	0.09144834	0.027414056	0.086313267	Tmem161b	chr13	84230399	84230981	Intron (ENSMUST00000057495/ENSMUSG00000035762, intron 1 of 11)	13	84222296	84295966	73671	1	ENSMUST00000057495	8104	ENSMUSG00000035762	Shared
ENSMUSG00000035775	2.943547099	0.028826115	0.324807047	0.592609658	.	Krt20	chr11	99451865	99452299	Distal Intergenic	11	99428403	99438150	9748	2	ENSMUST00000017743	-13716	ENSMUSG00000035775	Shared
ENSMUSG00000035778	1828.186074	-0.738875025	0.108429632	1.42482E-12	8.40313E-11	Ggta1	chr2	35439972	35440539	Promoter (1-2kb)	2	35407945	35442101	34157	2	ENSMUST00000131745	1562	ENSMUSG00000035778	Shared
