.	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol	Chrom	Start	End	NeuroD1	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	NEUROD1_unique
ENSMUSG00000059430	8.929392301	0.087277677	0.318655106	0.461847502	0.634230066	Actg2	chr6	83540145	83540368	NeuroD1	Downstream (2-3kb)	6	83512905	83536265	23361	2	ENSMUST00000075161	-3881	ENSMUSG00000059430	NEUROD1_unique
ENSMUSG00000059439	1590.068899	-0.103383268	0.094240969	0.252026085	0.429433598	Bcas3	chr11	85626206	85626386	NeuroD1	Intron (ENSMUST00000108061/ENSMUSG00000059439, intron 24 of 27)	11	85640704	85826055	185352	1	ENSMUST00000130343	-14318	ENSMUSG00000059439	NEUROD1_unique
ENSMUSG00000059456	3893.397542	-0.697654145	0.115715251	2.92205E-10	1.10486E-08	Ptk2b	chr14	66155759	66156119	NeuroD1	Exon (ENSMUST00000022622/ENSMUSG00000059456, exon 2 of 31)	14	66153267	66160678	7412	2	ENSMUST00000136216	4559	ENSMUSG00000059456	NEUROD1_unique
ENSMUSG00000059479	55.43951217	0.01030601	0.270193214	0.948089022	0.971810886	B3gnt8	chr7	25626481	25626788	NeuroD1	Promoter (<=1kb)	7	25627624	25629490	1867	1	ENSMUST00000076034	-836	ENSMUSG00000059479	NEUROD1_unique
ENSMUSG00000059481	1.233646385	-0.025441166	0.329886891	0.337391781	.	Plg	chr17	12364409	12364750	NeuroD1	Distal Intergenic	17	12378609	12419384	40776	1	ENSMUST00000014578	-13859	ENSMUSG00000059481	NEUROD1_unique
ENSMUSG00000059486	1524.587513	-0.140779862	0.081364178	0.071303648	0.177046948	Kbtbd2	chr6	56806043	56806665	NeuroD1	Distal Intergenic	6	56777525	56797813	20289	2	ENSMUST00000114321	-8231	ENSMUSG00000059486	NEUROD1_unique
ENSMUSG00000059495	8338.41946	0.044825344	0.106443295	0.653005849	0.787650731	Arhgef12	chr9	43039768	43040027	NeuroD1	Intron (ENSMUST00000165665/ENSMUSG00000059495, intron 4 of 40)	9	42963843	43105486	141644	2	ENSMUST00000072767	65459	ENSMUSG00000059495	NEUROD1_unique
ENSMUSG00000059554	305.1960099	0.12770676	0.137200614	0.303033823	0.484360873	Ccdc28a	chr10	18305183	18305454	NeuroD1	Distal Intergenic	10	18214078	18234998	20921	2	ENSMUST00000173243	-70186	ENSMUSG00000059554	NEUROD1_unique
ENSMUSG00000059586	1186.581513	0.574957211	0.146020024	2.18864E-05	0.000239708	Nsmce2	chr15	59405586	59405869	NeuroD1	Intron (ENSMUST00000168722/ENSMUSG00000059586, intron 2 of 4)	15	59374198	59601683	227486	1	ENSMUST00000079703	31389	ENSMUSG00000059586	NEUROD1_unique
ENSMUSG00000059588	314.5929454	-0.065162363	0.200442002	0.678837149	0.806827067	Calcrl	chr2	84375848	84376256	NeuroD1	Promoter (<=1kb)	2	84330659	84375358	44700	2	ENSMUST00000099944	-491	ENSMUSG00000059588	NEUROD1_unique
ENSMUSG00000059602	549.8379686	0.321744781	0.222502409	0.061800208	0.159907445	Syn3	chr10	86454348	86454587	NeuroD1	Intron (ENSMUST00000120638/ENSMUSG00000059602, intron 2 of 13)	10	86070502	86491897	421396	2	ENSMUST00000145864	37310	ENSMUSG00000059602	NEUROD1_unique
ENSMUSG00000059645	56.71829388	-0.999028116	0.302847396	8.45939E-05	0.000755853	RP24-362M8.1	chr5	26282515	26282720	NeuroD1	Distal Intergenic	5	26257691	26264308	6618	1	ENSMUST00000074148	24825	ENSMUSG00000059645	NEUROD1_unique
ENSMUSG00000059647	4.294285443	0.037994292	0.31161577	0.720890396	.	Cbx3-ps7	chr1	58618035	58618359	NeuroD1	Distal Intergenic	1	58646608	58648317	1710	1	ENSMUST00000081455	-28249	ENSMUSG00000059647	NEUROD1_unique
ENSMUSG00000059741	11.95303033	-0.189514018	0.378464894	0.10720061	0.237312446	Myl3	chr9	110760889	110761208	NeuroD1	Promoter (2-3kb)	9	110763646	110769804	6159	1	ENSMUST00000079784	-2438	ENSMUSG00000059741	NEUROD1_unique
ENSMUSG00000059742	831.2131415	0.659214435	0.451391041	0.009681686	0.038492695	Kcnh7	chr2	62999017	62999276	NeuroD1	Intron (ENSMUST00000075052/ENSMUSG00000059742, intron 2 of 15)	2	62786367	63184170	397804	2	ENSMUST00000112452	184894	ENSMUSG00000059742	NEUROD1_unique
ENSMUSG00000059751	232.88855	1.240441956	0.596570587	0.000643178	0.004197046	Rps3a3	chr13	108673855	108674065	NeuroD1	Intron (ENSMUST00000133929/ENSMUSG00000021699, intron 2 of 3)	13	108670580	108671440	861	1	ENSMUST00000074680	3276	ENSMUSG00000059751	NEUROD1_unique
ENSMUSG00000059775	91.07923925	0.041954374	0.18192601	0.782814815	0.875929675	Rps26-ps1	chr8	107470522	107470901	NeuroD1	Intron (ENSMUST00000166615/ENSMUSG00000031930, intron 4 of 23)	8	107439176	107439585	410	2	ENSMUST00000077208	-30938	ENSMUSG00000059775	NEUROD1_unique
ENSMUSG00000059810	635.930149	-0.285491044	0.147657451	0.030065112	0.092753874	Rgs3	chr4	62544094	62544283	NeuroD1	Intron (ENSMUST00000062145/ENSMUSG00000058046, intron 12 of 14)	4	62559847	62659840	99994	1	ENSMUST00000065870	-15564	ENSMUSG00000059810	NEUROD1_unique
ENSMUSG00000059811	2536.537743	0.165968978	0.097377646	0.083619215	0.199285239	Atl2	chr17	79953602	79953782	NeuroD1	Distal Intergenic	17	79848392	79896123	47732	2	ENSMUST00000112437	-57480	ENSMUSG00000059811	NEUROD1_unique
ENSMUSG00000059816	2.801212667	0.003377858	0.315083	0.97215252	.	Fam159a	chr4	108393201	108393513	NeuroD1	Distal Intergenic	4	108367777	108383349	15573	2	ENSMUST00000053157	-9853	ENSMUSG00000059816	NEUROD1_unique
ENSMUSG00000059830	1.184735926	0.03568989	0.326529681	0.524199472	.	RP23-139G11.4	chr9	53902941	53903211	NeuroD1	Distal Intergenic	9	53884082	53884561	480	1	ENSMUST00000077997	18860	ENSMUSG00000059830	NEUROD1_unique
ENSMUSG00000059834	307.5334442	0.156588825	0.144031916	0.228266058	0.400797217	Sclt1	chr3	41672149	41672352	NeuroD1	Promoter (<=1kb)	3	41657224	41673275	16052	2	ENSMUST00000140373	923	ENSMUSG00000059834	NEUROD1_unique
ENSMUSG00000059835	4.623067406	0.061432102	0.31473078	0.567567936	0.721645494	RP23-30H7.2	chr14	58939152	58939401	NeuroD1	Distal Intergenic	14	58893506	58894129	624	1	ENSMUST00000079960	45647	ENSMUSG00000059835	NEUROD1_unique
ENSMUSG00000059852	437.4692581	-1.405760695	0.340265692	1.78167E-06	2.70988E-05	Kcng2	chr18	80329890	80330341	NeuroD1	Intron (ENSMUST00000077962/ENSMUSG00000059852, intron 2 of 3)	18	80294544	80364254	69711	2	ENSMUST00000077962	33913	ENSMUSG00000059852	NEUROD1_unique
ENSMUSG00000059857	238.1941023	-1.235296932	0.348092161	1.38377E-05	0.000160691	Ntng1	chr3	109783370	109783550	NeuroD1	Promoter (<=1kb)	3	109782682	109782911	230	2	ENSMUST00000138953	-460	ENSMUSG00000059857	NEUROD1_unique
ENSMUSG00000059866	609.348231	0.017047308	0.089648427	0.844077343	0.914315425	Tnip2	chr5	34489034	34489230	NeuroD1	Distal Intergenic	5	34499605	34501618	2014	2	ENSMUST00000143072	12388	ENSMUSG00000059866	NEUROD1_unique
ENSMUSG00000059895	3494.681018	0.134312135	0.0941913	0.130238436	0.272196851	Ptp4a3	chr15	73745186	73745449	NeuroD1	Promoter (2-3kb)	15	73748026	73758766	10741	1	ENSMUST00000053232	-2577	ENSMUSG00000059895	NEUROD1_unique
ENSMUSG00000059897	318.5882401	0.423226466	0.175664645	0.005525062	0.024558663	Zfp930	chr8	69193105	69193502	NeuroD1	Distal Intergenic	8	69226343	69228980	2638	1	ENSMUST00000110216	-32841	ENSMUSG00000059897	NEUROD1_unique
ENSMUSG00000059901	374.4283779	-1.095584476	0.247126482	8.02365E-07	1.32175E-05	Adamts14	chr10	61246364	61246629	NeuroD1	Intron (ENSMUST00000092486/ENSMUSG00000059901, intron 3 of 21)	10	61198468	61273242	74775	2	ENSMUST00000120336	26613	ENSMUSG00000059901	NEUROD1_unique
ENSMUSG00000059912	6.295186657	0.043605185	0.300251092	0.734186249	0.844939077	Rpl21-ps6	chr17	55910349	55910685	NeuroD1	Distal Intergenic	17	55915403	55915870	468	2	ENSMUST00000074828	5185	ENSMUSG00000059912	NEUROD1_unique
ENSMUSG00000059920	959.8309843	-0.009296345	0.107873171	0.926713818	0.960029387	RP23-32M15.2	chr16	64637182	64637384	NeuroD1	Distal Intergenic	16	64751751	64766656	14906	2	ENSMUST00000162732	129272	ENSMUSG00000059920	NEUROD1_unique
ENSMUSG00000059921	1362.812635	-1.633558321	0.238030816	4.46311E-13	2.91239E-11	Unc5c	chr3	141476686	141476888	NeuroD1	Intron (ENSMUST00000106236/ENSMUSG00000059921, intron 1 of 15)	3	141465671	141830538	364868	1	ENSMUST00000142762	11016	ENSMUSG00000059921	NEUROD1_unique
ENSMUSG00000059956	1.974462536	-0.019855688	0.32444999	0.696439647	.	Serpinb12	chr1	106939875	106940120	NeuroD1	Promoter (<=1kb)	1	106938955	106950458	11504	1	ENSMUST00000126812	921	ENSMUSG00000059956	NEUROD1_unique
ENSMUSG00000059970	2059.182128	0.423473862	0.183525962	0.007504631	0.031463459	Hspa2	chr12	76388909	76389133	NeuroD1	3' UTR	12	76404176	76406934	2759	1	ENSMUST00000080449	-15043	ENSMUSG00000059970	NEUROD1_unique
ENSMUSG00000059974	1903.877818	-0.268047115	0.122258018	0.016504084	0.058052707	Ntm	chr9	28976437	28976746	NeuroD1	Distal Intergenic	9	28996231	29014259	18029	2	ENSMUST00000155308	37513	ENSMUSG00000059974	NEUROD1_unique
ENSMUSG00000059991	411.0175368	0.121341513	0.250793324	0.469090994	0.640170122	Nptx2	chr5	144488381	144488658	NeuroD1	Distal Intergenic	5	144545887	144557478	11592	1	ENSMUST00000071782	-57229	ENSMUSG00000059991	NEUROD1_unique
ENSMUSG00000060012	1258.57387	-0.453546969	0.150836897	0.000838996	0.005259392	Kif13b	chr14	64639593	64639895	NeuroD1	Distal Intergenic	14	64652531	64806296	153766	1	ENSMUST00000100473	-12636	ENSMUSG00000060012	NEUROD1_unique
ENSMUSG00000060019	324.8809717	0.019442139	0.188902572	0.900562154	0.945136823	Gm10073	chr8	106574804	106575040	NeuroD1	Promoter (1-2kb)	8	106572966	106573461	496	2	ENSMUST00000073722	-1344	ENSMUSG00000060019	NEUROD1_unique
ENSMUSG00000060030	9.643202832	-0.111424771	0.303537477	0.447182903	0.622064567	Olfr317	chr11	58733423	58733755	NeuroD1	Promoter (<=1kb)	11	58732096	58733223	1128	2	ENSMUST00000075607	-201	ENSMUSG00000060030	NEUROD1_unique
ENSMUSG00000060038	1472.858838	-0.259697994	0.149249712	0.051485742	0.139294513	Dhps	chr8	85073448	85073667	NeuroD1	Promoter (<=1kb)	8	85073580	85074447	868	1	ENSMUST00000132766	0	ENSMUSG00000060038	NEUROD1_unique
ENSMUSG00000060044	3.424238952	0.136207168	0.357567839	0.116868929	.	Tmem26	chr10	68750483	68750741	NeuroD1	Intron (ENSMUST00000080995/ENSMUSG00000060044, intron 3 of 5)	10	68723746	68782654	58909	1	ENSMUST00000080995	26738	ENSMUSG00000060044	NEUROD1_unique
ENSMUSG00000060063	14.34453279	0.195942949	0.340220019	0.220001688	0.391650752	Alox5ap	chr5	149260918	149261100	NeuroD1	Distal Intergenic	5	149265058	149265182	125	1	ENSMUST00000130144	-3958	ENSMUSG00000060063	NEUROD1_unique
ENSMUSG00000060096	10.69415469	-0.007115928	0.306106635	0.946823517	0.971097158	Amd-ps3	chr18	64399807	64400047	NeuroD1	Distal Intergenic	18	64448519	64450014	1496	2	ENSMUST00000072796	49967	ENSMUSG00000060096	NEUROD1_unique
ENSMUSG00000060131	2.757576294	-0.161083885	0.377466002	0.053850807	.	Atp8b4	chr2	126424326	126424532	NeuroD1	Intron (ENSMUST00000040128/ENSMUSG00000060131, intron 8 of 27)	2	126371539	126491553	120015	2	ENSMUST00000134977	67021	ENSMUSG00000060131	NEUROD1_unique
ENSMUSG00000060143	3057.408947	-0.021273876	0.140806816	0.865874612	0.927433766	RP23-4P23.3	chr14	105659488	105659699	NeuroD1	Distal Intergenic	14	105681828	105682211	384	1	ENSMUST00000073238	-22129	ENSMUSG00000060143	NEUROD1_unique
ENSMUSG00000060147	2539.210268	-1.301345383	0.354598053	5.61352E-06	7.29794E-05	Serpinb6a	chr13	33915786	33915973	NeuroD1	Downstream (1-2kb)	13	33918232	33922059	3828	2	ENSMUST00000171951	6086	ENSMUSG00000060147	NEUROD1_unique
ENSMUSG00000060149	169.740836	-0.368697804	0.206481237	0.029151599	0.090564946	RP23-7F9.1	chr17	16444663	16444919	NeuroD1	Distal Intergenic	17	16972910	16973770	861	1	ENSMUST00000071374	-527991	ENSMUSG00000060149	NEUROD1_unique
ENSMUSG00000060152	807.9413428	-0.012891489	0.106146785	0.896740509	0.94361606	Pop5	chr5	115220944	115221336	NeuroD1	Distal Intergenic	5	115235836	115240991	5156	1	ENSMUST00000081497	-14500	ENSMUSG00000060152	NEUROD1_unique
ENSMUSG00000060176	467.1222445	0.184791418	0.228494845	0.27709187	0.457350803	Kif27	chr13	58351185	58351418	NeuroD1	Intron (ENSMUST00000043605/ENSMUSG00000060176, intron 1 of 16)	13	58287516	58354862	67347	2	ENSMUST00000043605	3444	ENSMUSG00000060176	NEUROD1_unique
ENSMUSG00000060180	4.082928212	-0.115126412	0.348366945	0.138273683	.	Myh13	chr11	67301132	67301469	NeuroD1	Exon (ENSMUST00000019625/ENSMUSG00000055775, exon 31 of 40)	11	67321658	67371586	49929	1	ENSMUST00000108684	-20189	ENSMUSG00000060180	NEUROD1_unique
ENSMUSG00000060183	2.748104123	-0.103149874	0.334329162	0.301373088	.	Cxcl11	chr5	92368657	92368845	NeuroD1	Intron (ENSMUST00000154245/ENSMUSG00000034842, intron 2 of 3)	5	92359544	92365485	5942	2	ENSMUST00000122808	-3173	ENSMUSG00000060183	NEUROD1_unique
ENSMUSG00000060198	11.64819085	0.134720114	0.296520856	0.401609908	0.581907926	RP23-169M24.1	chr13	26530018	26530346	NeuroD1	Distal Intergenic	13	26492514	26493219	706	1	ENSMUST00000074645	37505	ENSMUSG00000060198	NEUROD1_unique
ENSMUSG00000060212	679.2819805	-0.705023738	0.255054531	0.000775205	0.004937536	Pcnxl2	chr8	125802310	125802549	NeuroD1	Intron (ENSMUST00000120589/ENSMUSG00000060212, intron 7 of 18)	8	125751511	125774128	22618	2	ENSMUST00000119305	-28183	ENSMUSG00000060212	NEUROD1_unique
ENSMUSG00000060216	2268.32907	-0.065361109	0.130481884	0.584058834	0.734576358	Arrb2	chr11	70443356	70443556	NeuroD1	Distal Intergenic	11	70438582	70440228	1647	1	ENSMUST00000144454	4775	ENSMUSG00000060216	NEUROD1_unique
ENSMUSG00000060257	398.6243622	-0.461250001	0.221666004	0.010486219	0.041053944	Scrt2	chr2	152080244	152080542	NeuroD1	Promoter (<=1kb)	2	152081529	152095802	14274	1	ENSMUST00000064061	-987	ENSMUSG00000060257	NEUROD1_unique
ENSMUSG00000060260	299.9043236	0.311432514	0.121823896	0.005876824	0.025888995	Pwwp2b	chr7	139246897	139247249	NeuroD1	Promoter (1-2kb)	7	139248482	139267253	18772	1	ENSMUST00000093993	-1233	ENSMUSG00000060260	NEUROD1_unique
ENSMUSG00000060261	10540.39663	0.489837485	0.093111684	3.3038E-08	7.65551E-07	Gtf2i	chr5	134268904	134269145	NeuroD1	Intron (ENSMUST00000059042/ENSMUSG00000060261, intron 12 of 34)	5	134259251	134265792	6542	2	ENSMUST00000172953	-3113	ENSMUSG00000060261	NEUROD1_unique
ENSMUSG00000060275	321.5000646	0.43830872	0.287134277	0.030417287	0.09352657	Nrg2	chr18	36098818	36099077	NeuroD1	Intron (ENSMUST00000115712/ENSMUSG00000060275, intron 1 of 9)	18	36027396	36197232	169837	2	ENSMUST00000115705	98155	ENSMUSG00000060275	NEUROD1_unique
ENSMUSG00000060314	175.7238706	0.152110249	0.225498883	0.368160492	0.549713507	Zfp941	chr7	140809757	140810042	NeuroD1	Exon (ENSMUST00000106052/ENSMUSG00000060314, exon 1 of 3)	7	140809689	140822132	12444	2	ENSMUST00000106052	12090	ENSMUSG00000060314	NEUROD1_unique
ENSMUSG00000060332	1.129888964	-0.02259598	0.328328033	0.605523482	.	Tmc2	chr2	130193040	130193261	NeuroD1	Promoter (1-2kb)	2	130195194	130264445	69252	1	ENSMUST00000077988	-1933	ENSMUSG00000060332	NEUROD1_unique
ENSMUSG00000060371	6919.949255	-0.204931413	0.197692075	0.196385696	0.362500662	Caln1	chr5	130330918	130331153	NeuroD1	Intron (ENSMUST00000040213/ENSMUSG00000056310, intron 14 of 15)	5	130369476	130840174	470699	1	ENSMUST00000086029	-38323	ENSMUSG00000060371	NEUROD1_unique
ENSMUSG00000060377	34.97802207	0.239034045	0.301315139	0.188877367	0.353149837	RP24-190H19.2	chr14	98859834	98860353	NeuroD1	Distal Intergenic	14	98993980	98994300	321	2	ENSMUST00000081987	133947	ENSMUSG00000060377	NEUROD1_unique
ENSMUSG00000060402	710.4684134	-2.248445766	0.205931494	4.86951E-29	2.98501E-26	Chst8	chr7	34756781	34757000	NeuroD1	Intron (ENSMUST00000078686/ENSMUSG00000060402, intron 1 of 3)	7	34674767	34748208	73442	2	ENSMUST00000154629	-8574	ENSMUSG00000060402	NEUROD1_unique
ENSMUSG00000060419	296.2731273	0.121841493	0.175517889	0.410614984	0.590483437	Rps16-ps2	chr5	129124472	129124687	NeuroD1	Intron (ENSMUST00000056617/ENSMUSG00000044017, intron 6 of 25)	5	129128077	129128517	441	2	ENSMUST00000140155	3830	ENSMUSG00000060419	NEUROD1_unique
ENSMUSG00000060424	896.2105229	-0.0571966	0.187231798	0.697640511	0.820142433	Pantr1	chr1	42470800	42471065	NeuroD1	Distal Intergenic	1	42648202	42651679	3478	2	ENSMUST00000176977	180614	ENSMUSG00000060424	NEUROD1_unique
ENSMUSG00000060429	590.1438316	0.27613432	0.166679691	0.055761507	0.148148086	Sntb1	chr15	55767525	55767790	NeuroD1	Intron (ENSMUST00000039769/ENSMUSG00000060429, intron 2 of 6)	15	55791938	55906310	114373	2	ENSMUST00000140574	138520	ENSMUSG00000060429	NEUROD1_unique
ENSMUSG00000060487	1324.366061	0.017416117	0.106221199	0.864997707	0.927048404	Samd5	chr10	9605749	9605929	NeuroD1	Distal Intergenic	10	9627259	9675208	47950	2	ENSMUST00000100070	69279	ENSMUSG00000060487	NEUROD1_unique
ENSMUSG00000060510	3007.152382	-0.054112043	0.092285885	0.540235164	0.70035998	Zfp266	chr9	20510557	20510771	NeuroD1	Intron (ENSMUST00000174462/ENSMUSG00000060510, intron 2 of 8)	9	20499065	20521408	22344	2	ENSMUST00000068296	10637	ENSMUSG00000060510	NEUROD1_unique
ENSMUSG00000060512	287.6909764	0.084225566	0.234393312	0.613227063	0.757231734	RP23-192C21.1	chr5	63817290	63817551	NeuroD1	Intron (ENSMUST00000081747/ENSMUSG00000060512, intron 1 of 3)	5	63812495	63899619	87125	1	ENSMUST00000081747	4796	ENSMUSG00000060512	NEUROD1_unique
ENSMUSG00000060519	1643.563641	0.035503727	0.178724888	0.802196464	0.888163334	Tor3a	chr1	156614760	156614999	NeuroD1	Intron (ENSMUST00000173929/ENSMUSG00000026596, intron 1 of 2)	1	156655672	156658458	2787	2	ENSMUST00000154353	43459	ENSMUSG00000060519	NEUROD1_unique
ENSMUSG00000060530	230.3843021	-0.328339054	0.251520235	0.076675303	0.186710657	RP24-288B1.2	chr15	44896296	44896516	NeuroD1	Distal Intergenic	15	44881380	44883055	1676	1	ENSMUST00000081361	14917	ENSMUSG00000060530	NEUROD1_unique
ENSMUSG00000060534	1011.801242	-3.087355878	0.335284017	4.17852E-22	1.32074E-19	Dcc	chr18	71549758	71550010	NeuroD1	Intron (ENSMUST00000114943/ENSMUSG00000060534, intron 9 of 28)	18	71258990	72351017	1092028	2	ENSMUST00000073379	801007	ENSMUSG00000060534	NEUROD1_unique
ENSMUSG00000060548	3763.65878	-0.3798665	0.142774748	0.003286607	0.016133167	Tnfrsf19	chr14	60970839	60971353	NeuroD1	Exon (ENSMUST00000111236/ENSMUSG00000060548, exon 2 of 10)	14	60963834	61037987	74154	2	ENSMUST00000111236	66634	ENSMUSG00000060548	NEUROD1_unique
ENSMUSG00000060560	1.772895678	0.06299935	0.334340971	0.203337655	.	Ces4a	chr8	105120898	105121312	NeuroD1	Distal Intergenic	8	105131800	105150109	18310	1	ENSMUST00000161289	-10488	ENSMUSG00000060560	NEUROD1_unique
ENSMUSG00000060568	2131.618022	-1.136800561	0.202263088	1.33947E-09	4.40588E-08	Fam78b	chr1	167016301	167016667	NeuroD1	Intron (ENSMUST00000165874/ENSMUSG00000060568, intron 1 of 2)	1	167001589	167091009	89421	1	ENSMUST00000128373	14713	ENSMUSG00000060568	NEUROD1_unique
ENSMUSG00000060572	1046.547227	0.327163985	0.127291585	0.005343796	0.023952946	Mfap2	chr4	141012114	141012321	NeuroD1	Promoter (1-2kb)	4	141010644	141015984	5341	1	ENSMUST00000071977	1471	ENSMUSG00000060572	NEUROD1_unique
ENSMUSG00000060579	193.7618682	0.96976307	0.232651083	2.96464E-06	4.23829E-05	Fhit	chr14	10195693	10195897	NeuroD1	Intron (ENSMUST00000161302/ENSMUSG00000060579, intron 2 of 6)	14	9550393	10421597	871205	2	ENSMUST00000179394	225700	ENSMUSG00000060579	NEUROD1_unique
ENSMUSG00000060647	1.595398066	0.043847385	0.326780793	0.484482271	.	RP23-228C13.4	chr12	9254317	9254499	NeuroD1	Distal Intergenic	12	9429546	9430099	554	1	ENSMUST00000080066	-175047	ENSMUSG00000060647	NEUROD1_unique
ENSMUSG00000060671	2707.949967	0.043959592	0.118519704	0.686478234	0.812133134	Atp8b2	chr3	89931747	89931997	NeuroD1	Distal Intergenic	3	89941197	89943757	2561	2	ENSMUST00000166502	11760	ENSMUSG00000060671	NEUROD1_unique
ENSMUSG00000060675	1070.110695	-0.184391539	0.237227136	0.261802982	0.440416842	Pla2g16	chr19	7549967	7550157	NeuroD1	Distal Intergenic	19	7557459	7581728	24270	1	ENSMUST00000136465	-7302	ENSMUSG00000060675	NEUROD1_unique
ENSMUSG00000060680	11.50085308	0.098515146	0.31536602	0.428854025	0.606416067	RP23-178N17.2	chr14	55331451	55331695	NeuroD1	Distal Intergenic	14	55420269	55420724	456	2	ENSMUST00000074642	89029	ENSMUSG00000060680	NEUROD1_unique
ENSMUSG00000060708	445.0356027	0.795054794	0.231204158	6.358E-05	0.000594619	Bloc1s4	chr5	36727973	36728437	NeuroD1	Distal Intergenic	5	36747374	36748679	1306	2	ENSMUST00000071949	20242	ENSMUSG00000060708	NEUROD1_unique
ENSMUSG00000060715	2.07345406	-0.094673092	0.34199342	0.16397092	.	RP24-481M4.2	chr1	53170483	53170683	NeuroD1	Intron (ENSMUST00000072235/ENSMUSG00000060715, intron 5 of 8)	1	53158577	53187617	29041	2	ENSMUST00000072235	16934	ENSMUSG00000060715	NEUROD1_unique
ENSMUSG00000060727	1.997695291	0.0065086	0.322404396	0.91186834	.	RP23-185A18.17	chr11	78147083	78147263	NeuroD1	Promoter (2-3kb)	11	78149196	78149438	243	2	ENSMUST00000118132	2175	ENSMUSG00000060727	NEUROD1_unique
ENSMUSG00000060733	1236.376034	0.300418949	0.13930956	0.017256477	0.060176051	Ipmk	chr10	71355884	71356150	NeuroD1	Intron (ENSMUST00000079252/ENSMUSG00000060733, intron 1 of 5)	10	71347843	71363880	16038	1	ENSMUST00000141153	8042	ENSMUSG00000060733	NEUROD1_unique
ENSMUSG00000060743	9925.805461	0.439382854	0.13257763	0.000334775	0.002414321	H3f3a	chr1	180791819	180792235	NeuroD1	Distal Intergenic	1	180803131	180813534	10404	2	ENSMUST00000159789	21299	ENSMUSG00000060743	NEUROD1_unique
ENSMUSG00000060771	808.8363954	0.190144693	0.113551234	0.073376761	0.181016891	Tsga10	chr1	37850692	37851123	NeuroD1	Intron (ENSMUST00000041815/ENSMUSG00000060771, intron 2 of 19)	1	37801463	37855347	53885	2	ENSMUST00000151735	4224	ENSMUSG00000060771	NEUROD1_unique
ENSMUSG00000060780	2911.674185	-0.980151744	0.183664107	9.52855E-09	2.53289E-07	Lrrtm1	chr6	77139436	77139803	NeuroD1	Intron (ENSMUST00000160894/ENSMUSG00000063063, intron 9 of 19)	6	77242689	77257791	15103	1	ENSMUST00000020400	-102886	ENSMUSG00000060780	NEUROD1_unique
ENSMUSG00000060791	21.66559525	-0.023188965	0.262764794	0.881252171	0.934857459	Gmfg	chr7	28446516	28446837	NeuroD1	3' UTR	7	28443107	28448233	5127	1	ENSMUST00000138741	3410	ENSMUSG00000060791	NEUROD1_unique
ENSMUSG00000060843	22.67710957	0.268550618	0.357197299	0.145501317	0.29377644	Ctnna3	chr10	63507818	63508029	NeuroD1	Intron (ENSMUST00000105441/ENSMUSG00000060843, intron 2 of 17)	10	63504037	65002833	1498797	1	ENSMUST00000075099	3782	ENSMUSG00000060843	NEUROD1_unique
