ensmbl	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol
ENSMUSG00000021461	291,1668194	0,017761272	0,087075115	0,587634474	0,882129361	Fancc
ENSMUSG00000021794	5248,773668	0,021918343	0,081981644	0,586606963	0,882129361	Glud1
ENSMUSG00000023032	4876,235849	-0,02291976	0,081850553	0,587281662	0,882129361	Slc4a8
ENSMUSG00000023286	1622,439741	0,025361091	0,069216908	0,588231735	0,882129361	Ube2j2
ENSMUSG00000023912	976,5074885	-0,023358355	0,080142687	0,587720886	0,882129361	Slc25a27
ENSMUSG00000025246	4019,356264	0,025198565	0,072079071	0,588079966	0,882129361	Tbl1x
ENSMUSG00000027706	5768,82242	-0,024823838	0,062176855	0,58718753	0,882129361	Sec62
ENSMUSG00000028099	790,9382524	0,023547674	0,08110109	0,587668622	0,882129361	Polr3c
ENSMUSG00000028212	72,49148321	0,014385086	0,089207459	0,588196436	0,882129361	Ccne2
ENSMUSG00000029650	55,62683261	-0,01195733	0,090134926	0,588230295	0,882129361	Slc46a3
ENSMUSG00000029726	1458,410101	0,024830896	0,075005459	0,586673034	0,882129361	Mepce
ENSMUSG00000031298	40,68897599	-0,01194616	0,090138563	0,587269975	0,882129361	Adgrg2
ENSMUSG00000036636	2295,345249	0,021084727	0,083841932	0,587334043	0,882129361	Clcn7
ENSMUSG00000037416	2448,863277	0,011274766	0,088749511	0,587734558	0,882129361	Dmxl1
ENSMUSG00000038593	839,902943	-0,021343172	0,082926422	0,588141169	0,882129361	Tctn1
ENSMUSG00000041794	588,9444996	0,014085402	0,089290774	0,586790096	0,882129361	Myrip
ENSMUSG00000044149	1478,576555	0,020299274	0,082385853	0,588251512	0,882129361	Nkrf
ENSMUSG00000044716	339,7557532	0,014300807	0,089296889	0,588026004	0,882129361	Dok7
ENSMUSG00000044876	2083,241258	0,025260272	0,07234681	0,586980245	0,882129361	Zfp444
ENSMUSG00000046463	15,63121015	0,008752407	0,091062219	0,587371406	0,882129361	RP24-113L10.2
ENSMUSG00000048406	52,47111139	0,014463079	0,089181365	0,587326641	0,882129361	B330016D10Rik
ENSMUSG00000062825	50581,11506	-0,018026337	0,084381061	0,588079303	0,882129361	Actg1
ENSMUSG00000070697	1055,730345	0,024343123	0,077148512	0,58652007	0,882129361	Utp3
ENSMUSG00000079177	13,99333448	-0,007046866	0,091362497	0,586912217	0,882129361	Fam228a
ENSMUSG00000080848	122,2430487	-0,016095828	0,088204208	0,586953555	0,882129361	AC133169.2
ENSMUSG00000082762	12,59769273	-0,007565827	0,091262922	0,588077583	0,882129361	RP23-307M2.2
ENSMUSG00000083844	923,5710134	0,02770413	0,071617178	0,588130121	0,882129361	Ube2d-ps
ENSMUSG00000092375	34,16230215	0,012522433	0,089990627	0,587405485	0,882129361	RP23-385C21.2
ENSMUSG00000093985	26,9254652	0,01110972	0,090450622	0,587682281	0,882129361	RP23-304L22.3
ENSMUSG00000106562	12,79686921	0,007796661	0,09125273	0,586744575	0,882129361	RP23-1A12.1
ENSMUSG00000026192	1008,103273	-0,020121239	0,084025322	0,588598262	0,882314518	Atic
ENSMUSG00000044117	14094,37146	-0,025847107	0,085126185	0,588582077	0,882314518	RP23-231E23.4
ENSMUSG00000027953	243,0659265	0,02147941	0,083078067	0,588665039	0,882335184	Slc50a1
ENSMUSG00000002028	4115,254112	-0,023896617	0,074145457	0,589621868	0,882528398	Kmt2a
ENSMUSG00000020262	5010,570214	-0,025127816	0,065545264	0,589718212	0,882528398	Adarb1
ENSMUSG00000021809	377,880992	-0,017184366	0,086733072	0,589746532	0,882528398	Nudt13
ENSMUSG00000024181	1877,274393	0,024160823	0,067604023	0,589498433	0,882528398	Mrpl28
ENSMUSG00000030695	36510,80329	-0,02885314	0,074184698	0,589266551	0,882528398	Aldoa
ENSMUSG00000034311	113,0320681	0,015088855	0,088801619	0,589630781	0,882528398	Kif4
ENSMUSG00000034467	60,16698466	0,011212281	0,090407344	0,588910533	0,882528398	Dynlrb2
ENSMUSG00000034758	18,97960673	-0,008386427	0,091095128	0,589149893	0,882528398	Tle6
ENSMUSG00000034917	50,74614329	0,012714712	0,089900634	0,589233398	0,882528398	Tjp3
ENSMUSG00000038637	393,7994038	0,021447983	0,083108924	0,589517014	0,882528398	Lrrc56
ENSMUSG00000039715	1843,72947	0,024807692	0,075442127	0,589390628	0,882528398	Wdr34
ENSMUSG00000043770	106,0450384	-0,018508666	0,086377742	0,588903766	0,882528398	RP23-191F22.11
ENSMUSG00000052712	2331,925087	0,025149794	0,071366227	0,589784736	0,882528398	RP23-73B23.4
ENSMUSG00000056155	39,96943928	-0,010832578	0,090474311	0,589305357	0,882528398	Nanos3
ENSMUSG00000068040	4732,06274	0,024160859	0,070613891	0,589640248	0,882528398	Tm9sf4
ENSMUSG00000070527	1273,053858	-0,018042619	0,086782917	0,588996573	0,882528398	Mkrn3
ENSMUSG00000075316	18,42011007	-0,007140467	0,091327585	0,589800974	0,882528398	Scn9a
ENSMUSG00000096403	24,10249201	-0,010819375	0,090484544	0,589256304	0,882528398	RP23-126H2.2
ENSMUSG00000111496	19,86356582	-0,008691286	0,09103503	0,589272732	0,882528398	RP23-331E5.10
ENSMUSG00000028256	205,4769279	0,018116539	0,086758934	0,590262727	0,882743878	Odf2l
ENSMUSG00000029136	40,66928619	0,00784507	0,091222802	0,590240818	0,882743878	Rbks
ENSMUSG00000031320	8915,651844	-0,023927855	0,079846406	0,590250906	0,882743878	Rps4x
ENSMUSG00000040204	79,74142243	0,010178191	0,090700447	0,590263067	0,882743878	Pclaf
ENSMUSG00000042763	2830,781253	-0,022356345	0,080598244	0,590101926	0,882743878	Maneal
ENSMUSG00000085351	16,06564839	0,00834077	0,091126128	0,590032375	0,882743878	RP23-191F22.5
ENSMUSG00000001158	1143,66286	0,02373897	0,077332931	0,592527024	0,883287216	Snrnp27
ENSMUSG00000001942	852,2893768	-0,016434867	0,087610359	0,591528498	0,883287216	Siae
ENSMUSG00000002342	1461,629261	0,025214892	0,06806348	0,591726597	0,883287216	Tmem161a
ENSMUSG00000015290	3390,967309	-0,024820603	0,077547666	0,591831815	0,883287216	Ubl4a
ENSMUSG00000016526	524,9158211	0,021034367	0,083377882	0,592232831	0,883287216	Dyrk3
ENSMUSG00000018509	880,4004315	-0,023700637	0,078268265	0,592050984	0,883287216	Cenpv
ENSMUSG00000018921	2160,262898	0,025159951	0,064847734	0,592392587	0,883287216	Pelp1
ENSMUSG00000019124	16493,98876	0,028284334	0,07779734	0,592436311	0,883287216	Scrn1
ENSMUSG00000026972	680,4995326	-0,020747559	0,083686976	0,591068732	0,883287216	Arrdc1
ENSMUSG00000028601	72,30479254	-0,014900751	0,088762032	0,59132007	0,883287216	Echdc2
ENSMUSG00000029431	50,12136402	0,01137383	0,090379391	0,590787375	0,883287216	B3gnt4
ENSMUSG00000029780	1886,608787	-0,019117023	0,085557111	0,591625808	0,883287216	Nt5c3
ENSMUSG00000030878	405,5261042	0,004966825	0,091659286	0,591765752	0,883287216	Cdr2
ENSMUSG00000031148	1875,531402	0,024258787	0,076353842	0,591758044	0,883287216	Gpkow
ENSMUSG00000032177	2489,119495	-0,024785546	0,071056736	0,592589123	0,883287216	Pde4a
ENSMUSG00000032615	1456,976393	0,02145114	0,083588231	0,591533912	0,883287216	Nt5m
ENSMUSG00000035601	519,0483114	0,02223682	0,081605668	0,5919058	0,883287216	Trmt10b
ENSMUSG00000037716	10,87357926	-0,006352017	0,091453954	0,59107151	0,883287216	Ccdc33
ENSMUSG00000043259	2970,207961	-0,02349052	0,076548435	0,591963701	0,883287216	Fam13c
ENSMUSG00000043795	118,0721281	-0,006782765	0,091373209	0,592554767	0,883287216	Prr33
ENSMUSG00000044340	2918,944584	0,023632805	0,078448988	0,59228377	0,883287216	Phlpp1
ENSMUSG00000045822	534,3550345	-0,023084417	0,080095906	0,59088637	0,883287216	Zswim3
ENSMUSG00000045967	2337,75459	-0,016832359	0,087544314	0,591069003	0,883287216	Gpr158
ENSMUSG00000047757	91,10851488	0,013252563	0,089616586	0,592046265	0,883287216	Fancb
ENSMUSG00000048796	458,7324579	-0,022949394	0,079701154	0,591363323	0,883287216	Cyb561d1
ENSMUSG00000049946	409,560947	-0,017017592	0,087500919	0,590927698	0,883287216	AC116475.2
ENSMUSG00000050890	968,3839374	-0,024415838	0,075030526	0,590744852	0,883287216	Pdik1l
ENSMUSG00000052087	509,4424456	-0,011210246	0,090305664	0,592164392	0,883287216	Rgs14
ENSMUSG00000053329	3184,483683	-0,023599358	0,076869905	0,592431363	0,883287216	RP24-221D13.1
ENSMUSG00000054405	2323,305269	0,021047305	0,077298192	0,591949963	0,883287216	Dnajc8
ENSMUSG00000059493	357,7881608	0,016018642	0,087753679	0,591769789	0,883287216	Nhs
ENSMUSG00000079396	25,95210297	-0,009239229	0,090878728	0,592427187	0,883287216	RP24-267P9.1
ENSMUSG00000085067	76,76713535	-0,011533895	0,090230158	0,591318914	0,883287216	RP23-305C1.1
ENSMUSG00000087466	55,82020378	-0,013451299	0,089484481	0,590976786	0,883287216	RP23-363K7.1
ENSMUSG00000097134	37,30229755	-0,011416378	0,090253708	0,591684059	0,883287216	RP23-9F3.1
ENSMUSG00000112433	14,07787851	0,008114025	0,09115721	0,592331065	0,883287216	RP23-380K24.3
ENSMUSG00000113570	12,01016304	0,006638225	0,091419469	0,592426632	0,883287216	RP23-344H4.6
ENSMUSG00000085030	159,4147735	-0,014752224	0,088801648	0,59268054	0,883344403	AC147266.3
ENSMUSG00000006299	6719,775596	0,025058805	0,066077594	0,592929763	0,883366543	Aamp
ENSMUSG00000020590	3704,136118	-0,023718019	0,077865111	0,59285056	0,883366543	Snx13
ENSMUSG00000024436	666,7596191	0,007502002	0,081669912	0,593013706	0,883366543	Mrps18b
ENSMUSG00000037188	17,4630978	-0,008474812	0,091049209	0,592862503	0,883366543	Grhl3
ENSMUSG00000058230	15294,97819	-0,025199831	0,071343372	0,592981025	0,883366543	Arhgap35
ENSMUSG00000096862	11,59466702	-0,007424989	0,091262048	0,592993255	0,883366543	RP23-388P16.2
ENSMUSG00000025762	505,7815287	0,019513128	0,085771039	0,593095953	0,883410029	Larp1b
ENSMUSG00000030744	12256,98949	0,024068779	0,07279231	0,593222945	0,883520148	Rps3
ENSMUSG00000027167	494,2998827	-0,022553112	0,080052616	0,593334405	0,883607118	Elp4
ENSMUSG00000039501	1439,033406	0,021953864	0,081791394	0,593500324	0,883775166	Znfx1
ENSMUSG00000024145	343,9234273	-0,019422417	0,085102819	0,593760582	0,883925566	Pigf
ENSMUSG00000050565	2595,412688	-0,024371511	0,071530414	0,593749725	0,883925566	Tor1aip2
ENSMUSG00000104951	14,35308581	-0,007006926	0,091334194	0,593737411	0,883925566	RP23-371A16.4
ENSMUSG00000000531	554,1623563	0,013269388	0,089517311	0,594021562	0,883945345	Grasp
ENSMUSG00000020566	18,5442341	-0,009396439	0,090821065	0,594146278	0,883945345	Atp6v1c2
ENSMUSG00000024260	2676,616939	0,018774231	0,086016075	0,594251648	0,883945345	Sap130
ENSMUSG00000026701	4368,649496	0,018529622	0,085832069	0,593951433	0,883945345	Prdx6
ENSMUSG00000030423	1823,841983	0,026119744	0,068182411	0,594093634	0,883945345	Pop4
ENSMUSG00000033768	29886,32963	-0,023664283	0,084946025	0,594162932	0,883945345	Nrxn2
ENSMUSG00000037016	121,905232	0,011443976	0,090266145	0,594241819	0,883945345	Frem2
ENSMUSG00000052748	177,5095722	-0,019948124	0,084527799	0,594002113	0,883945345	Swt1
ENSMUSG00000069835	190,9957299	0,015219336	0,088610502	0,594152726	0,883945345	Sat2
ENSMUSG00000038871	2512,542165	0,020853288	0,083449479	0,594403354	0,884092028	Bpgm
ENSMUSG00000067825	1156,766919	-0,023696288	0,075173495	0,594471276	0,884114077	Pex26
ENSMUSG00000058748	401,4438579	-0,023715039	0,076377148	0,594663467	0,884295713	Zfp958
ENSMUSG00000063623	41,18006989	-0,011927764	0,090062155	0,594699621	0,884295713	RP23-233O21.5
ENSMUSG00000028837	3204,685952	0,024411643	0,074212138	0,594823737	0,88430888	Psmb2
ENSMUSG00000038212	969,6224546	-0,023977558	0,075775184	0,594887549	0,88430888	Mfsd14b
ENSMUSG00000040843	2833,237371	-0,024774679	0,069494444	0,594974018	0,88430888	Tiprl
ENSMUSG00000087331	24,8650364	0,009576672	0,090796505	0,594961576	0,88430888	AC113069.6
ENSMUSG00000111465	19,64258018	0,009200686	0,090894716	0,594796655	0,88430888	RP24-93F20.9
ENSMUSG00000001289	3184,113337	0,023408961	0,077667494	0,595532816	0,884337061	Pfdn5
ENSMUSG00000002948	1246,498391	-0,023957949	0,075353959	0,595662065	0,884337061	Map2k7
ENSMUSG00000017478	1436,448906	0,019490066	0,083114298	0,59540067	0,884337061	Zc3h18
ENSMUSG00000028990	1078,968233	0,021623413	0,07420118	0,595774152	0,884337061	Lzic
ENSMUSG00000030960	631,794873	0,022014591	0,081392098	0,595466741	0,884337061	Mettl10
ENSMUSG00000031583	373,2495499	-0,01796146	0,086522365	0,595642875	0,884337061	Wrn
ENSMUSG00000035376	1293,832578	0,023937453	0,076111874	0,595547063	0,884337061	Hacd2
ENSMUSG00000037386	1589,273891	-0,021080254	0,082862732	0,595888666	0,884337061	Rims2
ENSMUSG00000037525	188,7982927	0,020368372	0,084032461	0,595711895	0,884337061	Bcdin3d
ENSMUSG00000048814	11912,63283	-0,024631348	0,064149398	0,595254124	0,884337061	Lonrf2
ENSMUSG00000050963	787,8121152	-0,017446023	0,087061985	0,595235507	0,884337061	Kcns2
ENSMUSG00000052566	934,1843431	-0,02233604	0,08049563	0,595721855	0,884337061	Hook2
ENSMUSG00000060678	10,98412321	0,007726055	0,091214905	0,595240628	0,884337061	Hist1h4c
ENSMUSG00000063296	328,651293	0,014611613	0,088293534	0,595878508	0,884337061	Tmem117
ENSMUSG00000071256	452,2377564	0,021546057	0,080472433	0,595948961	0,884337061	Zfp213
ENSMUSG00000083367	12,01029622	-0,007325877	0,091275411	0,595182257	0,884337061	RP23-254K17.1
ENSMUSG00000111474	118,2730697	0,017621775	0,086764847	0,595897713	0,884337061	RP23-367D2.1
ENSMUSG00000112854	22,61894346	0,004320193	0,091710165	0,595683414	0,884337061	RP23-282M20.6
ENSMUSG00000103922	13,46177752	0,006736897	0,091387443	0,596075761	0,884446399	RP23-34E15.4
ENSMUSG00000011832	8457,60546	-0,020937868	0,08262618	0,596191938	0,884452347	Evi5l
ENSMUSG00000015749	5960,684039	0,025287625	0,069767214	0,596292237	0,884452347	Anp32e
ENSMUSG00000027291	4650,588289	-0,024666722	0,076931712	0,596241517	0,884452347	Vps39
ENSMUSG00000035041	14,33900188	-0,005479527	0,091557393	0,59617943	0,884452347	Creb3l3
ENSMUSG00000002820	789,3647329	-0,022512694	0,079822125	0,596671828	0,8848242	Atg4d
ENSMUSG00000021218	9714,61737	-0,023567154	0,065450115	0,596738136	0,8848242	Gdi2
ENSMUSG00000025374	2101,117325	-0,025248452	0,074871902	0,59679584	0,8848242	Nabp2
ENSMUSG00000030638	2038,775475	-0,01516016	0,088322591	0,59673257	0,8848242	Sh3gl3
ENSMUSG00000040265	7068,020793	-0,0124922	0,089847109	0,59693693	0,8848242	Dnm3
ENSMUSG00000056268	322,4323129	0,020876464	0,083158244	0,596890668	0,8848242	Dennd1b
ENSMUSG00000064030	767,1182646	0,023352396	0,077954824	0,596968054	0,8848242	Pym1
ENSMUSG00000092454	55,0850023	-0,013653463	0,089313897	0,59681289	0,8848242	RP23-167B4.4
ENSMUSG00000032263	539,0116386	0,017889411	0,0865447	0,597026909	0,884832672	Bckdhb
ENSMUSG00000025221	2641,63514	-0,012393288	0,090029691	0,597097164	0,884858034	Kcnip2
ENSMUSG00000026012	10,59420485	0,004851934	0,09164798	0,597235044	0,884896982	Cd28
ENSMUSG00000028729	1900,131372	0,024141435	0,076613328	0,597282877	0,884896982	Ebna1bp2
ENSMUSG00000030725	204,2206157	-0,020883263	0,082923908	0,597217273	0,884896982	Lipt2
ENSMUSG00000025255	168,4916488	0,019801196	0,084443015	0,597486139	0,885040628	Zfhx4
ENSMUSG00000044447	288,2954318	0,004976227	0,091642367	0,597471279	0,885040628	Dock5
ENSMUSG00000078444	53,44404112	0,011728575	0,09010078	0,597575366	0,885094059	RP24-219F17.3
ENSMUSG00000026269	1137,519402	-0,023884734	0,074211931	0,597873085	0,885377512	Rnpepl1
ENSMUSG00000038965	6410,56833	-0,024440761	0,069199994	0,597853745	0,885377512	Ube2l3
ENSMUSG00000018698	34,29408716	-0,007691968	0,09118142	0,598092701	0,885550547	Lhx1
ENSMUSG00000022337	2756,420525	-0,02388646	0,077823913	0,598131959	0,885550547	Emc2
ENSMUSG00000087523	39,26010344	-0,011939401	0,089959852	0,598149481	0,885550547	RP23-326P7.5
ENSMUSG00000044595	65,71487297	0,009073218	0,090903906	0,598203186	0,88555132	Dnd1
ENSMUSG00000010609	898,811916	-0,023993169	0,077619733	0,598337032	0,885591993	Psen2
ENSMUSG00000064128	208,1285415	0,013492017	0,089367297	0,59830445	0,885591993	Cenpj
ENSMUSG00000028669	3315,809065	0,023614571	0,076827829	0,598406823	0,885616569	Pithd1
ENSMUSG00000008393	2562,160821	-0,012227856	0,089800485	0,598538092	0,885732117	Carhsp1
ENSMUSG00000025007	2861,706652	0,012103785	0,089973633	0,598631747	0,885791986	Aldh18a1
ENSMUSG00000014313	7353,749928	-0,020991152	0,0766506	0,598876634	0,885885164	Cox6c
ENSMUSG00000021629	1533,954819	-0,022194977	0,080126204	0,599173546	0,885885164	Slc30a5
ENSMUSG00000024271	4430,137151	-0,024999381	0,070196405	0,599031453	0,885885164	Elp2
ENSMUSG00000025735	395,7810963	0,021478201	0,081924148	0,598995799	0,885885164	Rhbdl1
ENSMUSG00000032854	40,88446917	0,008297997	0,091074264	0,59907226	0,885885164	Ugt8a
ENSMUSG00000036036	1968,419772	0,014736615	0,088729024	0,599155846	0,885885164	Zfp57
ENSMUSG00000042581	2038,457711	-0,01025206	0,0905548	0,598912437	0,885885164	Thsd7b
ENSMUSG00000087590	282,9480125	0,014413581	0,088840886	0,59887199	0,885885164	Epb41l4aos
ENSMUSG00000091636	131,7659496	-0,008914457	0,090894029	0,598977797	0,885885164	Akain1
ENSMUSG00000083621	169,6445842	0,020034878	0,084059178	0,599337721	0,886049222	RP23-426M5.1
ENSMUSG00000037625	16,43256111	0,00740829	0,09123873	0,599559475	0,886298367	Cldn11
ENSMUSG00000036992	235,4792036	0,016401369	0,087716273	0,599694165	0,886340097	Nxt1
ENSMUSG00000086108	121,7549457	-0,016494161	0,08743488	0,599641275	0,886340097	AC115697.2
ENSMUSG00000000171	5332,187029	-0,024441008	0,064974743	0,601791724	0,886496807	Sdhd
ENSMUSG00000001911	35258,73749	-0,020834348	0,082372755	0,601578684	0,886496807	Nfix
ENSMUSG00000003438	1331,807853	0,022589986	0,079676037	0,600722056	0,886496807	Timm50
ENSMUSG00000005667	1258,483219	0,005172555	0,091612163	0,601238592	0,886496807	Mthfd2
ENSMUSG00000006050	2201,50928	0,022895862	0,07601571	0,601227409	0,886496807	Sra1
ENSMUSG00000014547	798,5452092	0,01663618	0,087591244	0,600753882	0,886496807	Wdfy2
ENSMUSG00000014856	1592,400703	0,022491997	0,079985885	0,600349606	0,886496807	Tmem208
ENSMUSG00000018585	2079,412834	0,023814099	0,073807553	0,601543688	0,886496807	Atox1
ENSMUSG00000019194	4565,568109	-0,023741551	0,074492996	0,600191233	0,886496807	Scn1b
ENSMUSG00000019849	4227,079675	-0,023058021	0,077042182	0,602066314	0,886496807	Prep
ENSMUSG00000020085	121,97903	0,016847002	0,08723365	0,601212792	0,886496807	Aifm2
ENSMUSG00000022681	1481,90499	-0,022290821	0,079279133	0,600749401	0,886496807	Ntan1
ENSMUSG00000022760	788,7323758	0,022502547	0,07931841	0,601760142	0,886496807	Thap7
ENSMUSG00000024497	28,17273401	0,006055962	0,091474798	0,601355679	0,886496807	Pou4f3
ENSMUSG00000025812	1705,025301	0,020379947	0,083349592	0,601951098	0,886496807	Pard3
ENSMUSG00000027628	1535,361249	0,024489609	0,069443512	0,600426884	0,886496807	Aar2
ENSMUSG00000029554	388,0912935	0,019223637	0,084904263	0,602345858	0,886496807	Mad1l1
ENSMUSG00000029684	2061,890112	-0,022974865	0,077866399	0,601133635	0,886496807	Wasl
ENSMUSG00000030697	1410,062529	0,02448064	0,068505771	0,602324556	0,886496807	Ppp4c
ENSMUSG00000031090	82,70175306	0,011979285	0,089929344	0,6019529	0,886496807	Nadsyn1
ENSMUSG00000031487	989,0518543	0,021183911	0,075113309	0,601378865	0,886496807	Brf2
ENSMUSG00000031562	254,2988093	-0,017317981	0,086382731	0,602317311	0,886496807	Dctd
ENSMUSG00000031748	44567,91062	-0,023466285	0,075892464	0,600879084	0,886496807	Gnao1
ENSMUSG00000032259	15,94809255	0,007279809	0,091255791	0,602123786	0,886496807	Drd2
ENSMUSG00000037210	2188,830891	0,022231505	0,080052307	0,601710336	0,886496807	Fam193a
ENSMUSG00000037221	1163,148922	0,021777876	0,07905425	0,602318526	0,886496807	Mospd3
ENSMUSG00000037712	1923,869224	0,023363606	0,075781093	0,600398351	0,886496807	Fermt2
ENSMUSG00000038916	4761,82717	-0,022261393	0,079575673	0,601204984	0,886496807	Soga3
ENSMUSG00000038949	1467,221478	0,019680765	0,084359001	0,601630901	0,886496807	Cnst
ENSMUSG00000039016	3214,087107	0,02426661	0,072129871	0,600820769	0,886496807	Timm8b
ENSMUSG00000039515	5436,999137	-0,023285694	0,076785148	0,602073219	0,886496807	Ppp2r4
ENSMUSG00000040699	2924,500047	-0,016119952	0,086906005	0,602067531	0,886496807	Limd2
ENSMUSG00000040795	671,2388811	-0,02260561	0,078678905	0,601940343	0,886496807	Iqcc
ENSMUSG00000041889	2891,198275	-0,01951716	0,084337606	0,602355707	0,886496807	Shisa4
ENSMUSG00000042363	3648,08661	-0,02297518	0,077618708	0,601787794	0,886496807	Lgalsl
ENSMUSG00000044030	1973,316222	0,023763106	0,074924215	0,601786713	0,886496807	Irf2bp1
ENSMUSG00000045854	1113,357861	0,023518923	0,071297907	0,600701625	0,886496807	Lyrm2
ENSMUSG00000047423	2096,266944	-0,024418514	0,069850041	0,600971516	0,886496807	RP23-140G16.1
ENSMUSG00000048281	62,3377689	0,007454102	0,091232452	0,6020328	0,886496807	Dleu7
ENSMUSG00000051169	233,3730386	-0,02022356	0,083523958	0,600562854	0,886496807	Rpusd3
ENSMUSG00000057836	31,95458578	0,005454422	0,091561458	0,601756329	0,886496807	Xlr3a
ENSMUSG00000067722	1057,761691	-0,024124906	0,071120124	0,602239464	0,886496807	BC003965
ENSMUSG00000067942	671,2363312	-0,023625302	0,074323473	0,600606475	0,886496807	Zfp160
ENSMUSG00000071073	2638,033397	0,017916022	0,086362547	0,600821983	0,886496807	Lrrc73
ENSMUSG00000071350	136,029733	0,017177037	0,086933452	0,601526383	0,886496807	Setdb2
ENSMUSG00000100039	13,18392657	-0,0081938	0,091021131	0,602251935	0,886496807	RP24-74F2.12
ENSMUSG00000109224	19,04433296	-0,009554153	0,090705812	0,60099109	0,886496807	RP24-63G4.14
