Motif	# matches	% matches input	# matches background	%matches background	P-value	log10 P-value	ROC AUC	PR AUC	Enr. at 1% FPR	Recall at 10% FDR
GM.5.0.C2H2_ZF.0244	6218	5.761	764	7.640	1.00e+00	-0.000	0.550	0.922	0.75	1.0000
GM.5.0.bHLH.0119	1424	1.319	100	1.000	3.03e-03	2.518	0.545	0.925	1.32	1.0000
GM.5.0.Forkhead.0051	2948	2.732	103	1.030	8.60e-31	30.065	0.588	0.937	2.65	1.0000
GM.5.0.Unknown.0147	973	0.902	105	1.050	9.37e-01	0.028	0.500	0.913	0.86	1.0000
GM.5.0.Mixed.0090	769	0.713	102	1.020	1.00e+00	0.000	0.490	0.912	0.70	1.0000
GM.5.0.ARID_BRIGHT.0005	1009	0.935	108	1.080	9.29e-01	0.032	0.521	0.920	0.87	1.0000
GM.5.0.C2H2_ZF.0245	829	0.768	100	1.000	9.94e-01	0.003	0.462	0.907	0.77	1.0000
GM.5.0.C2H2_ZF.0246	2845	2.636	100	1.000	1.64e-29	28.786	0.587	0.934	2.64	1.0000
GM.5.0.Homeodomain.0176	926	0.858	126	1.260	1.00e+00	0.000	0.471	0.908	0.68	1.0000
GM.5.0.Forkhead.0052	2624	2.431	100	1.000	2.64e-24	23.579	0.601	0.939	2.43	1.0000
GM.5.0.MBD.0003	462	0.428	100	1.000	1.00e+00	-0.000	0.480	0.910	0.43	1.0000
GM.5.0.bHLH.0120	3891	3.605	100	1.000	2.80e-57	56.552	0.566	0.931	3.61	1.0000
GM.5.0.C2H2_ZF.0247	2558	2.370	100	1.000	8.28e-23	22.082	0.587	0.935	2.37	1.0000
GM.5.0.Mixed.0091	1334	1.236	140	1.400	9.26e-01	0.033	0.575	0.930	0.88	1.0000
GM.5.0.Ets.0043	4270	3.956	100	1.000	2.71e-68	67.567	0.593	0.937	3.96	1.0000
GM.5.0.Mixed.0092	1885	1.747	207	2.070	9.90e-01	0.004	0.447	0.904	0.84	1.0000
GM.5.0.Unknown.0148	1072	0.993	100	1.000	5.52e-01	0.258	0.487	0.912	0.99	1.0000
GM.5.0.Unknown.0149	1914	1.773	104	1.040	4.85e-09	8.314	0.586	0.934	1.71	1.0000
GM.5.0.Homeodomain.0177	991	0.918	100	1.000	8.09e-01	0.092	0.468	0.909	0.92	1.0000
GM.5.0.C2H2_ZF.0248	2887	2.675	260	2.600	3.43e-01	0.465	0.487	0.910	1.03	1.0000
GM.5.0.Mixed.0093	426	0.395	113	1.130	1.00e+00	-0.000	0.433	0.898	0.35	1.0000
GM.5.0.C2H2_ZF.0249	1462	1.355	100	1.000	1.24e-03	2.908	0.565	0.929	1.35	1.0000
GM.5.0.bZIP.0089	1454	1.347	100	1.000	1.50e-03	2.824	0.499	0.917	1.35	1.0000
GM.5.0.bHLH.0121	3171	2.938	101	1.010	3.20e-37	36.495	0.628	0.945	2.91	1.0000
GM.5.0.STAT.0023	1639	1.519	131	1.310	5.28e-02	1.277	0.532	0.923	1.16	1.0000
GM.5.0.Unknown.0150	1115	1.033	100	1.000	4.02e-01	0.396	0.509	0.917	1.03	1.0000
GM.5.0.C2H2_ZF.0250	1583	1.467	100	1.000	4.87e-05	4.313	0.496	0.917	1.47	1.0000
GM.5.0.bHLH.0122	1479	1.370	107	1.070	5.92e-03	2.228	0.498	0.917	1.28	1.0000
GM.5.0.Unknown.0151	9939	9.209	282	2.820	4.08e-135	134.389	0.527	0.924	3.27	1.0000
GM.5.0.C2H2_ZF.0251	1209	1.120	100	1.000	1.47e-01	0.833	0.519	0.920	1.12	1.0000
GM.5.0.bHLH.0123	2414	2.237	104	1.040	2.46e-18	17.610	0.586	0.936	2.15	1.0000
GM.5.0.C2H2_ZF.0252	971	0.900	100	1.000	8.57e-01	0.067	0.479	0.910	0.90	1.0000
GM.5.0.TEA.0006	873	0.809	100	1.000	9.79e-01	0.009	0.490	0.913	0.81	1.0000
GM.5.0.Unknown.0152	3314	3.071	100	1.000	2.09e-41	40.679	0.577	0.936	3.07	1.0000
GM.5.0.bZIP.0090	1611	1.493	100	1.000	2.13e-05	4.671	0.519	0.921	1.49	1.0000
GM.5.0.Homeodomain.0178	9315	8.631	162	1.620	1.37e-188	187.862	0.525	0.924	5.33	1.0000
GM.5.0.C2H2_ZF.0253	907	0.840	110	1.100	9.96e-01	0.002	0.484	0.912	0.76	1.0000
GM.5.0.Homeodomain_POU.0017	2042	1.892	100	1.000	3.21e-12	11.494	0.503	0.920	1.89	1.0000
GM.5.0.bZIP.0091	1213	1.124	100	1.000	1.39e-01	0.855	0.519	0.920	1.12	1.0000
GM.5.0.Homeodomain.0179	1185	1.098	100	1.000	1.98e-01	0.703	0.485	0.913	1.10	1.0000
GM.5.0.Homeodomain.0180	1116	1.034	102	1.020	4.73e-01	0.325	0.505	0.918	1.01	1.0000
GM.5.0.Mixed.0094	4688	4.344	100	1.000	6.91e-81	80.161	0.640	0.948	4.34	1.0000
GM.5.0.Unknown.0153	1793	1.661	133	1.330	5.86e-03	2.232	0.489	0.915	1.25	1.0000
GM.5.0.Unknown.0154	1620	1.501	103	1.030	5.12e-05	4.291	0.529	0.922	1.46	1.0000
GM.5.0.Ndt80_PhoG.0001	3105	2.877	288	2.880	5.23e-01	0.282	0.522	0.921	1.00	1.0000
GM.5.0.Unknown.0155	755	0.700	106	1.060	1.00e+00	0.000	0.491	0.912	0.66	1.0000
GM.5.0.IRF.0019	1727	1.600	100	1.000	5.28e-07	6.277	0.537	0.924	1.60	1.0000
GM.5.0.Unknown.0156	2188	2.027	100	1.000	5.43e-15	14.265	0.592	0.936	2.03	1.0000
GM.5.0.bHLH.0124	503	0.466	107	1.070	1.00e+00	-0.000	0.484	0.911	0.44	1.0000
GM.5.0.Unknown.0157	747	0.692	102	1.020	1.00e+00	0.000	0.456	0.905	0.68	1.0000
GM.5.0.Paired_box.0020	1850	1.714	169	1.690	4.49e-01	0.347	0.521	0.920	1.01	1.0000
GM.5.0.Nuclear_receptor.0124	3757	3.481	587	5.870	1.00e+00	-0.000	0.446	0.902	0.59	1.0000
GM.5.0.C2H2_ZF.0254	986	0.914	103	1.030	8.87e-01	0.052	0.481	0.911	0.89	1.0000
GM.5.0.bZIP.0092	1657	1.535	104	1.040	2.55e-05	4.594	0.502	0.917	1.48	1.0000
GM.5.0.Unknown.0158	5279	4.891	100	1.000	2.30e-99	98.638	0.566	0.934	4.89	1.0000
GM.5.0.Unknown.0159	2316	2.146	100	1.000	1.41e-17	16.850	0.542	0.928	2.15	1.0000
GM.5.0.bHLH.0125	2327	2.156	100	1.000	8.35e-18	17.078	0.561	0.930	2.16	1.0000
GM.5.0.GATA.0026	1305	1.209	100	1.000	3.38e-02	1.471	0.507	0.917	1.21	1.0000
GM.5.0.C2H2_ZF.0255	1610	1.492	101	1.010	3.23e-05	4.491	0.534	0.924	1.48	1.0000
GM.5.0.GATA.0027	616	0.571	100	1.000	1.00e+00	0.000	0.487	0.910	0.57	1.0000
GM.5.0.C2H2_ZF.0256	1272	1.179	100	1.000	5.89e-02	1.230	0.503	0.916	1.18	1.0000
GM.5.0.bHLH.0126	1226	1.136	100	1.000	1.17e-01	0.932	0.512	0.918	1.14	1.0000
GM.5.0.Mixed.0095	3973	3.681	390	3.900	8.72e-01	0.060	0.528	0.922	0.94	1.0000
GM.5.0.T-box.0022	1149	1.065	100	1.000	2.94e-01	0.532	0.510	0.918	1.06	1.0000
GM.5.0.Nuclear_receptor.0125	867	0.803	100	1.000	9.82e-01	0.008	0.450	0.904	0.80	1.0000
GM.5.0.SAND.0008	1120	1.038	100	1.000	3.85e-01	0.415	0.466	0.908	1.04	1.0000
GM.5.0.Nuclear_receptor.0126	659	0.611	102	1.020	1.00e+00	0.000	0.455	0.903	0.60	1.0000
GM.5.0.Unknown.0160	1145	1.061	100	1.000	3.05e-01	0.515	0.515	0.918	1.06	1.0000
GM.5.0.Homeodomain.0181	1232	1.142	100	1.000	1.08e-01	0.968	0.477	0.911	1.14	1.0000
GM.5.0.Unknown.0161	3909	3.622	100	1.000	8.59e-58	57.066	0.596	0.940	3.62	1.0000
GM.5.0.bHLH.0127	1089	1.009	146	1.460	1.00e+00	0.000	0.471	0.908	0.69	1.0000
GM.5.0.RFX.0014	972	0.901	111	1.110	9.82e-01	0.008	0.501	0.914	0.81	1.0000
GM.5.0.E2F.0020	549	0.509	102	1.020	1.00e+00	0.000	0.479	0.908	0.50	1.0000
GM.5.0.C2H2_ZF.0257	1857	1.721	100	1.000	5.12e-09	8.290	0.556	0.929	1.72	1.0000
GM.5.0.Unknown.0162	2190	2.029	114	1.140	2.69e-11	10.569	0.549	0.929	1.78	1.0000
GM.5.0.C2H2_ZF.0258	2171	2.012	100	1.000	1.17e-14	13.932	0.548	0.928	2.01	1.0000
GM.5.0.Paired_box.0021	1956	1.812	100	1.000	1.10e-10	9.959	0.539	0.926	1.81	1.0000
GM.5.0.C2H2_ZF.0259	6057	5.612	209	2.090	8.03e-64	63.096	0.440	0.905	2.69	1.0000
GM.5.0.SAND.0009	1034	0.958	100	1.000	6.83e-01	0.166	0.488	0.912	0.96	1.0000
GM.5.0.C2H2_ZF.0260	1699	1.574	102	1.020	3.17e-06	5.499	0.531	0.924	1.54	1.0000
GM.5.0.C2H2_ZF.0261	986	0.914	115	1.150	9.90e-01	0.004	0.430	0.897	0.79	1.0000
GM.5.0.Unknown.0163	4038	3.741	100	1.000	1.68e-61	60.775	0.641	0.948	3.74	1.0000
GM.5.0.C2H2_ZF.0262	4212	3.903	478	4.780	1.00e+00	0.000	0.509	0.917	0.82	1.0000
GM.5.0.C2H2_ZF.0263	1557	1.443	100	1.000	1.02e-04	3.991	0.493	0.916	1.44	1.0000
GM.5.0.Forkhead.0053	3877	3.592	100	1.000	7.02e-57	56.154	0.599	0.940	3.59	1.0000
GM.5.0.TEA.0007	1378	1.277	124	1.240	3.99e-01	0.399	0.497	0.915	1.03	1.0000
GM.5.0.C2H2_ZF.0264	2090	1.937	156	1.560	3.90e-03	2.409	0.542	0.924	1.24	1.0000
GM.5.0.C2H2_ZF.0265	1473	1.365	100	1.000	9.43e-04	3.025	0.552	0.927	1.36	1.0000
GM.5.0.C2H2_ZF.0266	1412	1.308	100	1.000	3.98e-03	2.400	0.514	0.919	1.31	1.0000
GM.5.0.Unknown.0164	3168	2.935	535	5.350	1.00e+00	-0.000	0.534	0.918	0.55	1.0000
GM.5.0.HSF.0009	1054	0.977	100	1.000	6.16e-01	0.211	0.486	0.912	0.98	1.0000
GM.5.0.Homeodomain.0182	729	0.675	100	1.000	1.00e+00	0.000	0.436	0.901	0.68	1.0000
GM.5.0.AT_hook.0004	1010	0.936	100	1.000	7.57e-01	0.121	0.530	0.920	0.94	1.0000
GM.5.0.Unknown.0165	4067	3.768	101	1.010	8.73e-62	61.059	0.606	0.942	3.73	1.0000
GM.5.0.Unknown.0166	1992	1.846	100	1.000	2.56e-11	10.592	0.553	0.929	1.85	1.0000
GM.5.0.C2H2_ZF.0267	1533	1.420	100	1.000	1.98e-04	3.703	0.542	0.925	1.42	1.0000
GM.5.0.Nuclear_receptor.0127	609	0.564	100	1.000	1.00e+00	0.000	0.470	0.907	0.56	1.0000
GM.5.0.Forkhead.0054	3393	3.144	111	1.110	1.80e-38	37.744	0.605	0.940	2.83	1.0000
GM.5.0.bHLH.0128	1502	1.392	100	1.000	4.51e-04	3.345	0.538	0.924	1.39	1.0000
GM.5.0.C2H2_ZF.0268	1542	1.429	103	1.030	4.27e-04	3.370	0.510	0.919	1.39	1.0000
GM.5.0.Mixed.0096	1552	1.438	100	1.000	1.18e-04	3.930	0.552	0.928	1.44	1.0000
GM.5.0.C2H2_ZF.0269	1463	1.356	100	1.000	1.21e-03	2.918	0.476	0.913	1.36	1.0000
GM.5.0.bHLH.0129	1840	1.705	101	1.010	1.60e-08	7.795	0.564	0.930	1.69	1.0000
GM.5.0.bZIP.0093	1901	1.761	100	1.000	9.59e-10	9.018	0.493	0.917	1.76	1.0000
GM.5.0.C2H2_ZF.0270	2754	2.552	100	1.000	2.47e-27	26.607	0.621	0.942	2.55	1.0000
GM.5.0.Homeodomain.0183	789	0.731	107	1.070	1.00e+00	0.000	0.453	0.909	0.68	1.0000
GM.5.0.Mixed.0097	5995	5.555	100	1.000	1.25e-122	121.903	0.614	0.945	5.55	1.0000
GM.5.0.Mixed.0098	2124	1.968	100	1.000	9.43e-14	13.026	0.564	0.931	1.97	1.0000
GM.5.0.Forkhead.0055	1489	1.380	100	1.000	6.31e-04	3.200	0.544	0.925	1.38	1.0000
GM.5.0.Homeodomain_POU.0018	1568	1.453	101	1.010	1.08e-04	3.969	0.517	0.922	1.44	1.0000
GM.5.0.Mixed.0099	2643	2.449	113	1.130	3.16e-20	19.501	0.558	0.930	2.17	1.0000
GM.5.0.Forkhead.0056	4649	4.308	100	1.000	1.08e-79	78.968	0.624	0.944	4.31	1.0000
GM.5.0.Homeodomain.0184	926	0.858	204	2.040	1.00e+00	-0.000	0.426	0.899	0.42	1.0000
GM.5.0.RFX.0015	3316	3.072	100	1.000	1.85e-41	40.732	0.525	0.925	3.07	1.0000
GM.5.0.Homeodomain.0185	870	0.806	102	1.020	9.88e-01	0.005	0.477	0.910	0.79	1.0000
GM.5.0.bHLH.0130	3529	3.270	103	1.030	1.05e-45	44.979	0.614	0.943	3.17	1.0000
GM.5.0.AT_hook.0005	3297	3.055	119	1.190	8.71e-33	32.060	0.576	0.934	2.57	1.0000
GM.5.0.GATA.0028	1439	1.333	100	1.000	2.14e-03	2.669	0.476	0.911	1.33	1.0000
GM.5.0.Nuclear_receptor.0128	1167	1.081	100	1.000	2.43e-01	0.614	0.524	0.920	1.08	1.0000
GM.5.0.Forkhead.0057	592	0.549	101	1.010	1.00e+00	0.000	0.461	0.904	0.54	1.0000
GM.5.0.C2H2_ZF.0271	1665	1.543	100	1.000	4.03e-06	5.395	0.553	0.927	1.54	1.0000
GM.5.0.C2H2_ZF.0272	1188	1.101	100	1.000	1.91e-01	0.719	0.513	0.918	1.10	1.0000
GM.5.0.Homeodomain.0186	1540	1.427	100	1.000	1.64e-04	3.786	0.528	0.923	1.43	1.0000
GM.5.0.Homeodomain_POU.0019	1292	1.197	144	1.440	9.83e-01	0.007	0.496	0.916	0.83	1.0000
GM.5.0.Nuclear_receptor.0129	1593	1.476	100	1.000	3.64e-05	4.439	0.524	0.922	1.48	1.0000
GM.5.0.C2H2_ZF.0273	975	0.903	100	1.000	8.48e-01	0.072	0.463	0.906	0.90	1.0000
GM.5.0.Unknown.0167	1172	1.086	107	1.070	4.67e-01	0.331	0.473	0.910	1.01	1.0000
GM.5.0.Homeodomain.0187	859	0.796	100	1.000	9.85e-01	0.006	0.473	0.909	0.80	1.0000
GM.5.0.Homeodomain.0188	1371	1.270	100	1.000	9.59e-03	2.018	0.491	0.914	1.27	1.0000
GM.5.0.Myb_SANT.0016	1367	1.267	100	1.000	1.04e-02	1.983	0.496	0.915	1.27	1.0000
GM.5.0.bZIP.0094	1072	0.993	100	1.000	5.52e-01	0.258	0.523	0.920	0.99	1.0000
GM.5.0.C2H2_ZF.0274	1649	1.528	100	1.000	6.67e-06	5.176	0.567	0.930	1.53	1.0000
GM.5.0.Mixed.0100	756	0.700	100	1.000	9.99e-01	0.000	0.488	0.912	0.70	1.0000
GM.5.0.Homeodomain_POU.0020	2452	2.272	100	1.000	1.83e-20	19.738	0.545	0.928	2.27	1.0000
GM.5.0.C2H2_ZF.0275	688	0.637	115	1.150	1.00e+00	0.000	0.486	0.911	0.55	1.0000
GM.5.0.C2H2_ZF.0276	1517	1.406	106	1.060	1.96e-03	2.708	0.490	0.915	1.33	1.0000
GM.5.0.GATA.0029	26051	24.138	687	6.870	0.00e+00	inf	0.463	0.922	3.51	1.0000
GM.5.0.C2H2_ZF.0277	1268	1.175	100	1.000	6.27e-02	1.202	0.520	0.919	1.17	1.0000
GM.5.0.bHLH.0131	1727	1.600	104	1.040	3.02e-06	5.520	0.550	0.928	1.54	1.0000
GM.5.0.bHLH.0132	958	0.888	103	1.030	9.31e-01	0.031	0.488	0.914	0.86	1.0000
GM.5.0.C2H2_ZF.0278	903	0.837	107	1.070	9.92e-01	0.003	0.483	0.910	0.78	1.0000
GM.5.0.AT_hook.0006	3907	3.620	100	1.000	9.80e-58	57.009	0.613	0.943	3.62	1.0000
GM.5.0.C2H2_ZF.0279	4884	4.525	100	1.000	6.21e-87	86.207	0.649	0.949	4.53	1.0000
GM.5.0.bZIP.0095	2729	2.529	100	1.000	9.62e-27	26.017	0.537	0.927	2.53	1.0000
GM.5.0.C2H2_ZF.0280	1315	1.218	100	1.000	2.83e-02	1.548	0.540	0.924	1.22	1.0000
GM.5.0.C2H2_ZF.0281	737	0.683	100	1.000	1.00e+00	0.000	0.478	0.908	0.68	1.0000
GM.5.0.IRF.0020	1286	1.192	100	1.000	4.68e-02	1.330	0.492	0.914	1.19	1.0000
GM.5.0.Ets.0044	2089	1.936	100	1.000	4.33e-13	12.364	0.528	0.925	1.94	1.0000
GM.5.0.Nuclear_receptor.0130	1989	1.843	100	1.000	2.89e-11	10.539	0.546	0.927	1.84	1.0000
GM.5.0.DM.0007	1184	1.097	100	1.000	2.00e-01	0.698	0.506	0.916	1.10	1.0000
GM.5.0.C2H2_ZF.0282	1348	1.249	100	1.000	1.52e-02	1.818	0.525	0.922	1.25	1.0000
GM.5.0.Nuclear_receptor.0131	866	0.802	100	1.000	9.82e-01	0.008	0.463	0.907	0.80	1.0000
GM.5.0.Nuclear_receptor.0132	472	0.437	100	1.000	1.00e+00	0.000	0.414	0.893	0.44	1.0000
GM.5.0.Nuclear_receptor.0133	946	0.877	100	1.000	9.04e-01	0.044	0.493	0.914	0.88	1.0000
GM.5.0.C2H2_ZF.0283	619	0.574	104	1.040	1.00e+00	0.000	0.460	0.904	0.55	1.0000
GM.5.0.Homeodomain.0189	1262	1.169	105	1.050	1.54e-01	0.812	0.538	0.922	1.11	1.0000
GM.5.0.Unknown.0168	2853	2.643	226	2.260	1.06e-02	1.976	0.600	0.936	1.17	1.0000
GM.5.0.TBP.0005	1719	1.593	121	1.210	1.32e-03	2.879	0.557	0.930	1.32	1.0000
GM.5.0.bZIP.0096	1445	1.339	100	1.000	1.86e-03	2.730	0.496	0.916	1.34	1.0000
GM.5.0.C2H2_ZF.0284	3321	3.077	100	1.000	1.37e-41	40.864	0.582	0.935	3.08	1.0000
GM.5.0.C2H2_ZF.0285	879	0.814	112	1.120	9.99e-01	0.000	0.453	0.904	0.73	1.0000
GM.5.0.Unknown.0169	1410	1.306	100	1.000	4.16e-03	2.381	0.515	0.919	1.31	1.0000
GM.5.0.C2H2_ZF.0286	1506	1.395	162	1.620	9.67e-01	0.015	0.483	0.912	0.86	1.0000
GM.5.0.C2H2_ZF.0287	1313	1.217	207	2.070	1.00e+00	-0.000	0.507	0.917	0.59	1.0000
GM.5.0.Nuclear_receptor.0134	793	0.735	106	1.060	1.00e+00	0.000	0.478	0.910	0.69	1.0000
GM.5.0.Homeodomain.0190	2412	2.235	100	1.000	1.34e-19	18.874	0.523	0.925	2.23	1.0000
GM.5.0.Unknown.0170	1967	1.823	172	1.720	2.45e-01	0.611	0.487	0.912	1.06	1.0000
GM.5.0.Mixed.0101	1296	1.201	102	1.020	5.82e-02	1.235	0.491	0.914	1.18	1.0000
GM.5.0.C2H2_ZF.0288	1486	1.377	100	1.000	6.81e-04	3.167	0.496	0.917	1.38	1.0000
GM.5.0.Forkhead.0058	1287	1.192	100	1.000	4.60e-02	1.337	0.537	0.923	1.19	1.0000
GM.5.0.HSF.0010	1281	1.187	100	1.000	5.09e-02	1.294	0.494	0.915	1.19	1.0000
GM.5.0.E2F.0021	1606	1.488	101	1.010	3.63e-05	4.440	0.520	0.921	1.47	1.0000
GM.5.0.Nuclear_receptor.0135	693	0.642	100	1.000	1.00e+00	0.000	0.476	0.909	0.64	1.0000
GM.5.0.Mixed.0102	1549	1.435	100	1.000	1.28e-04	3.894	0.488	0.915	1.44	1.0000
GM.5.0.Unknown.0171	2150	1.992	102	1.020	1.10e-13	12.959	0.536	0.925	1.95	1.0000
GM.5.0.Nuclear_receptor.0136	569	0.527	136	1.360	1.00e+00	-0.000	0.449	0.904	0.39	1.0000
GM.5.0.Unknown.0172	1505	1.394	105	1.050	1.94e-03	2.712	0.491	0.912	1.33	1.0000
GM.5.0.Unknown.0173	891	0.826	100	1.000	9.68e-01	0.014	0.491	0.912	0.83	1.0000
GM.5.0.C2H2_ZF.0289	935	0.866	106	1.060	9.77e-01	0.010	0.477	0.910	0.82	1.0000
GM.5.0.MADS_box.0021	4838	4.483	212	2.120	1.69e-34	33.772	0.527	0.925	2.11	1.0000
GM.5.0.Homeodomain.0191	1503	1.393	100	1.000	4.40e-04	3.357	0.478	0.912	1.39	1.0000
GM.5.0.Unknown.0174	1709	1.583	100	1.000	9.65e-07	6.016	0.570	0.931	1.58	1.0000
GM.5.0.Mixed.0103	1349	1.250	100	1.000	1.49e-02	1.826	0.530	0.922	1.25	1.0000
GM.5.0.bHLH.0133	765	0.709	107	1.070	1.00e+00	0.000	0.485	0.913	0.66	1.0000
GM.5.0.Unknown.0175	927	0.859	103	1.030	9.63e-01	0.017	0.502	0.915	0.83	1.0000
GM.5.0.C2H2_ZF.0290	2152	1.994	101	1.010	5.27e-14	13.278	0.525	0.924	1.97	1.0000
GM.5.0.Homeodomain_POU.0021	1803	1.671	102	1.020	9.83e-08	7.007	0.518	0.920	1.64	1.0000
GM.5.0.C2H2_ZF.0291	778	0.721	176	1.760	1.00e+00	-0.000	0.464	0.903	0.41	1.0000
GM.5.0.TBP.0006	950	0.880	100	1.000	8.97e-01	0.047	0.460	0.906	0.88	1.0000
GM.5.0.Myb_SANT.0017	1509	1.398	100	1.000	3.76e-04	3.425	0.536	0.923	1.40	1.0000
GM.5.0.Paired_box.0022	910	0.843	106	1.060	9.88e-01	0.005	0.521	0.918	0.80	1.0000
GM.5.0.C2H2_ZF.0292	2580	2.391	100	1.000	2.64e-23	22.578	0.547	0.929	2.39	1.0000
GM.5.0.p53.0010	954	0.884	101	1.010	9.07e-01	0.042	0.497	0.915	0.88	1.0000
GM.5.0.Homeodomain_POU.0022	908	0.841	100	1.000	9.53e-01	0.021	0.511	0.916	0.84	1.0000
GM.5.0.C2HC_ZF.0001	3458	3.204	720	7.200	1.00e+00	-0.000	0.401	0.891	0.45	1.0000
GM.5.0.Homeodomain.0192	1893	1.754	100	1.000	1.31e-09	8.884	0.483	0.913	1.75	1.0000
GM.5.0.Homeodomain.0193	1044	0.967	100	1.000	6.50e-01	0.187	0.506	0.914	0.97	1.0000
GM.5.0.TEA.0008	1563	1.448	100	1.000	8.63e-05	4.064	0.504	0.918	1.45	1.0000
GM.5.0.Homeodomain.0194	2064	1.912	308	3.080	1.00e+00	-0.000	0.464	0.905	0.62	1.0000
GM.5.0.bHLH.0134	3022	2.800	118	1.180	8.98e-27	26.047	0.572	0.934	2.37	1.0000
GM.5.0.Unknown.0176	4197	3.889	699	6.990	1.00e+00	-0.000	0.482	0.902	0.56	1.0000
GM.5.0.Nuclear_receptor.0137	864	0.801	100	1.000	9.83e-01	0.007	0.475	0.909	0.80	1.0000
GM.5.0.Unknown.0177	1564	1.449	100	1.000	8.39e-05	4.076	0.588	0.935	1.45	1.0000
GM.5.0.Unknown.0178	3380	3.132	110	1.100	1.41e-38	37.851	0.647	0.947	2.85	1.0000
GM.5.0.Grainyhead.0009	3989	3.696	162	1.620	8.32e-33	32.080	0.583	0.934	2.28	1.0000
GM.5.0.Unknown.0179	1120	1.038	100	1.000	3.85e-01	0.415	0.506	0.916	1.04	1.0000
GM.5.0.Nuclear_receptor.0138	2190	2.029	100	1.000	4.96e-15	14.304	0.539	0.926	2.03	1.0000
GM.5.0.C2H2_ZF.0293	1203	1.115	101	1.010	1.83e-01	0.738	0.532	0.922	1.10	1.0000
GM.5.0.T-box.0023	1103	1.022	100	1.000	4.43e-01	0.354	0.499	0.915	1.02	1.0000
GM.5.0.C2H2_ZF.0294	4284	3.969	100	1.000	1.04e-68	67.982	0.574	0.936	3.97	1.0000
GM.5.0.C2H2_ZF_Homeodomain.0005	1106	1.025	100	1.000	4.33e-01	0.364	0.510	0.917	1.02	1.0000
GM.5.0.Unknown.0180	1912	1.772	100	1.000	6.26e-10	9.204	0.567	0.931	1.77	1.0000
GM.5.0.C2H2_ZF.0295	2857	2.647	111	1.110	1.41e-25	24.851	0.577	0.935	2.38	1.0000
GM.5.0.RFX.0016	1721	1.595	108	1.080	1.79e-05	4.748	0.515	0.920	1.48	1.0000
GM.5.0.Sox.0036	1101	1.020	112	1.120	8.41e-01	0.075	0.533	0.921	0.91	1.0000
GM.5.0.Unknown.0181	2010	1.862	100	1.000	1.22e-11	10.913	0.561	0.929	1.86	1.0000
GM.5.0.Homeodomain.0195	1478	1.369	100	1.000	8.33e-04	3.080	0.538	0.923	1.37	1.0000
GM.5.0.bHLH.0135	2289	2.121	105	1.050	1.66e-15	14.780	0.585	0.935	2.02	1.0000
GM.5.0.Unknown.0182	1114	1.032	100	1.000	4.05e-01	0.392	0.454	0.907	1.03	1.0000
GM.5.0.Mixed.0104	2678	2.481	100	1.000	1.50e-25	24.824	0.541	0.928	2.48	1.0000
GM.5.0.p53.0011	1105	1.024	100	1.000	4.36e-01	0.361	0.520	0.920	1.02	1.0000
GM.5.0.DM.0008	1195	1.107	100	1.000	1.75e-01	0.756	0.507	0.917	1.11	1.0000
GM.5.0.Nuclear_receptor.0139	4052	3.754	100	1.000	6.60e-62	61.181	0.552	0.930	3.75	1.0000
GM.5.0.bZIP.0097	1488	1.379	100	1.000	6.47e-04	3.189	0.525	0.922	1.38	1.0000
GM.5.0.MADS_box.0022	841	0.779	102	1.020	9.95e-01	0.002	0.445	0.902	0.76	1.0000
GM.5.0.Nuclear_receptor.0140	2699	2.501	234	2.340	1.70e-01	0.769	0.520	0.918	1.07	1.0000
GM.5.0.Ets.0045	1670	1.547	100	1.000	3.43e-06	5.464	0.565	0.929	1.55	1.0000
GM.5.0.Unknown.0183	1402	1.299	100	1.000	4.96e-03	2.304	0.540	0.925	1.30	1.0000
GM.5.0.Homeodomain.0196	878	0.814	155	1.550	1.00e+00	-0.000	0.516	0.917	0.52	1.0000
GM.5.0.Homeodomain.0197	1476	1.368	100	1.000	8.75e-04	3.058	0.492	0.915	1.37	1.0000
GM.5.0.C2H2_ZF.0296	1946	1.803	170	1.700	2.43e-01	0.615	0.595	0.935	1.06	1.0000
GM.5.0.Unknown.0184	2047	1.897	102	1.020	8.70e-12	11.060	0.560	0.930	1.86	1.0000
GM.5.0.C2H2_ZF.0297	5547	5.140	100	1.000	5.72e-108	107.242	0.618	0.946	5.14	1.0000
GM.5.0.CUT_Homeodomain.0012	1057	0.979	100	1.000	6.05e-01	0.218	0.469	0.909	0.98	1.0000
GM.5.0.Unknown.0185	1255	1.163	100	1.000	7.68e-02	1.115	0.516	0.920	1.16	1.0000
GM.5.0.GATA.0030	1408	1.305	100	1.000	4.35e-03	2.362	0.539	0.924	1.30	1.0000
GM.5.0.Unknown.0186	597	0.553	103	1.030	1.00e+00	0.000	0.437	0.900	0.54	1.0000
GM.5.0.Unknown.0187	4207	3.898	100	1.000	1.96e-66	65.708	0.637	0.946	3.90	1.0000
GM.5.0.T-box.0024	1932	1.790	100	1.000	2.86e-10	9.544	0.529	0.924	1.79	1.0000
GM.5.0.Nuclear_receptor.0141	1857	1.721	100	1.000	5.12e-09	8.290	0.533	0.925	1.72	1.0000
GM.5.0.GATA.0031	3620	3.354	103	1.030	3.61e-48	47.443	0.626	0.943	3.26	1.0000
GM.5.0.Unknown.0188	2760	2.557	100	1.000	1.78e-27	26.749	0.553	0.926	2.56	1.0000
